序號,國別,片名,上映日,總金額,總票數,首週票房,tmdb_id,imdb_id,tmdb_title,tmdb_original_title,tmdb_release_date,original_language,genres,popularity,vote_average,vote_count,runtime,production_countries,match_status,match_note
1460,中華民國,還錢,2024-01-27,41783006,164568,2956345,1166073,tt30698096,還錢,還錢,2024-02-08,zh,动作|喜剧,2.1008,6.063,79,109,TW,matched,
1461,美國,飛鴨向前衝,2024-01-27,19747287,79489,1830981,940551,tt6495056,飛鴨向前衝,Migration,2023-12-06,en,家庭|喜剧|冒险|动画,12.6212,7.349,2231,83,US,matched,
1462,法國,墜惡真相,2024-01-27,5949489,23412,0,915935,tt17009710,墜惡真相,Anatomie d'une chute,2023-08-23,fr,惊悚|悬疑|犯罪,6.5052,7.524,3263,151,FR,matched,
1463,日本,去唱卡拉OK吧！,2024-01-26,7780848,29951,730322,1070507,tt27957457,去唱卡拉OK吧！,カラオケ行こ！,2024-01-12,ja,喜剧|剧情|音乐,1.1878,7.148,27,108,JP,matched,
1464,韓國,金派特攻隊,2024-01-26,2432793,9934,412027,696047,tt30364726,金派特攻隊,시민덕희,2024-01-24,ko,喜剧|犯罪,1.9457,7.5,36,114,KR,matched,
1465,中國大陸,莫斯科行動,2024-01-26,2035707,8484,1452699,783121,tt23118352,莫斯科行動,93国际列车大劫案：莫斯科行动,2023-09-29,zh,犯罪|动作|冒险|惊悚,2.0004,6.1,54,128,CN|RU,matched,
1466,泰國,邪妓,2024-01-26,1444516,6068,301240,1100705,,邪妓,นะหน้าทอง,2023-08-17,th,恐怖,0.4129,5.7,3,104,TH,matched_without_imdb_id,
1467,美國,貓王與我,2024-01-26,655691,2785,60076,1020006,tt22041854,貓王與我,Priscilla,2023-10-27,en,剧情|爱情,3.6644,6.713,1076,113,IT|US,matched,
1468,日本,愛在閃電下,2024-01-26,442383,1895,37420,1140221,tt27916137,愛在閃電下,愛にイナズマ,2023-10-27,ja,喜剧|剧情|家庭,1.0163,6.75,4,140,JP,matched,
1469,中國大陸,拯救嫌疑人,2024-01-26,206044,886,23548,1155257,tt20836144,拯救嫌疑人,拯救嫌疑人,2023-11-01,zh,犯罪|悬疑|剧情,0.8863,6.5,12,119,CN,matched,
1470,香港,源生罪,2024-01-26,138684,595,0,991193,tt22000856,源生罪,源生罪,2024-01-18,cn,犯罪,0.739,3.6,5,106,HK,matched,
1471,日本,情慾的界線,2024-01-26,136298,613,20730,1002535,tt19769320,情慾的界線,夕方のおともだち,2022-02-04,ja,爱情|剧情,1.0528,5.2,11,115,JP,matched,
1473,日本,劇場版 轉生成女性向遊戲只有毀滅 END 的壞人大小姐,2024-01-25,2138161,8642,499886,997086,tt15447084,劇場版 轉生成女性向遊戲只有毀滅 END 的壞人大小姐,劇場版 乙女ゲームの破滅フラグしかない悪役令嬢に転生してしまった…,2023-12-08,ja,动画|喜剧|奇幻|爱情,2.2866,6.265,17,90,JP,matched,
1474,香港,臨時劫案,2024-01-23,12547039,51785,273680,991197,tt30958950,臨時劫案,臨時劫案,2024-01-19,cn,动作|喜剧|犯罪,1.3175,5.927,41,98,HK,matched,
1476,日本,邪惡根本不存在,2024-01-20,1580152,6542,0,1156125,tt28490044,邪惡根本不存在,悪は存在しない,2023-12-06,ja,剧情,1.5028,6.806,294,106,JP,matched,
1479,日本,SPY x FAMILY CODE: White,2024-01-19,123251287,473051,24622974,1062807,tt26684398,SPY×FAMILY 間諜家家酒 CODE：White,劇場版 SPY×FAMILY CODE: White,2023-12-22,ja,动画|喜剧|冒险|动作,4.0877,7.132,636,110,JP,matched,
1481,日本,光之美少女電影 ALL STARS F,2024-01-19,2517226,10397,615913,1094448,tt27187061,電影 光之美少女 All Stars F,映画プリキュアオールスターズＦ,2023-09-15,ja,动画|动作|冒险|喜剧|家庭|奇幻,2.6809,8.318,11,73,JP,matched,
1482,中華民國,妖怪森林,2024-01-19,2272120,9307,576908,1177667,tt30488449,妖怪森林,妖怪森林,2024-01-19,zh,动画,0.3475,0.0,0,83,TW,matched,
1483,美國,一個人的逃亡,2024-01-19,1298614,5563,287681,944194,tt14124080,一個人的逃亡,The Great Escaper,2023-10-06,en,历史|剧情|战争,1.7761,6.642,165,96,FR|SE|GB,matched,
1484,泰國,他的最後一個朋友,2024-01-19,996690,4065,164289,1093215,tt28937890,他的最後一個朋友,เพื่อน(ไม่)สนิท,2023-10-26,th,剧情|喜剧,0.8258,7.2,20,130,TH,matched,
1485,保加利亞,我不是教你詐,2024-01-19,385685,2170,75120,1137196,tt27996716,我不是教你詐,Уроците на Блага,2024-01-19,bg,剧情,0.2714,6.6,16,114,BG|DE,matched,
1486,德國,戰火下的小狐狸,2024-01-19,364893,1714,62047,936117,tt14439178,戰火下的小狐狸,Der Fuchs,2023-04-13,de,历史|剧情|战争,0.3618,7.1,53,118,AT|DE,matched,
1487,中華民國,魅舞,2024-01-19,63872,262,4155,1223386,,魅舞,魅舞,2024-01-19,zh,犯罪|奇幻,0.0896,0.0,0,93,TW,matched_without_imdb_id,
1488,中華民國,明天比昨天長久,2024-01-19,56153,236,8175,1006664,tt11930188,明天比昨天長久,明天比昨天長久,2024-01-19,zh,剧情,0.2595,6.0,2,106,FR|PT|SG|TW,matched,
1490,香港,2046 4K數位修復版,2024-01-14,1682159,6614,631431,1300363,,Remember This Place: 31°20’46’’N 34°46’46’’E,Remember This Place: 31°20’46’’N 34°46’46’’E,2024-06-12,en,历史|纪录,0.0437,0.0,0,25,,matched_without_imdb_id,
1491,美國,蜂刑者,2024-01-12,59582552,229392,14618003,866398,tt15314262,蜂刑者,The Beekeeper,2024-01-08,en,动作|犯罪|惊悚,25.3929,7.243,4169,106,GB|US,matched,
1492,韓國,露梁：死亡之海,2024-01-12,1282539,5005,214727,660360,tt22813112,露梁：死亡之海,노량: 죽음의 바다,2023-12-20,ko,战争|动作|历史|剧情,2.7588,6.378,160,153,KR,matched,
1493,中國大陸,消失的她,2024-01-12,233650,1010,46450,1108211,tt17507018,消失的她,消失的她,2023-06-22,zh,悬疑|犯罪|惊悚,2.5798,6.6,100,122,CN,matched,
1494,印尼,網紅教慾,2024-01-12,90488,406,9775,987419,tt21047870,網紅教慾,Like & Share,2022-12-08,id,剧情,0.3166,7.3,13,112,ID,matched,
1496,香港,爆裂點,2024-01-11,525736,2563,92433,1020784,tt29632851,爆裂點,爆裂點,2023-12-08,cn,犯罪|动作,1.9184,5.9,18,138,CN|HK,matched,
1498,泰國,鬼聲泣,2024-01-08,24867620,96334,5672844,1134433,tt29609422,鬼聲泣,ธี่หยด,2023-10-25,th,恐怖|惊悚,2.7342,7.381,227,121,TH,matched,
1499,中國大陸,怒潮,2024-01-05,2806669,11813,535290,950019,tt18766596,怒潮,怒潮,2023-12-16,zh,动作|犯罪,1.3689,6.611,18,107,CN,matched,
1500,美國,叛諜檔案,2024-01-05,2689296,12528,347792,927107,tt2016303,叛諜檔案,The Bricklayer,2023-12-14,en,动作|惊悚,2.9385,5.774,394,110,US,matched,
1501,韓國,鬼媽媽的假期,2024-01-05,1942902,7945,447943,661681,tt12664652,鬼媽媽的假期,3일의 휴가,2023-12-06,ko,剧情|奇幻,1.1125,8.556,10,105,KR,matched,
1502,中華民國,壞男孩,2024-01-05,851670,3532,144892,1007944,tt29115814,壞男孩,壞男孩,2024-01-05,zh,犯罪,0.7056,6.0,1,79,TW,matched,
1503,日本,月,2024-01-05,243462,1087,46253,1145026,tt28803702,月,月,2023-10-13,ja,犯罪|悬疑,0.7939,5.4,5,144,JP,matched,
1504,西班牙,雙眼之間,2024-01-05,241390,1007,68005,997294,tt21284358,雙眼之間,Cerrar los ojos,2023-08-16,es,剧情|悬疑,0.853,7.1,119,169,AR|ES,matched,
1505,英國,怪胎女孩,2024-01-05,224895,1031,0,935906,tt8649252,怪胎女孩,Scrapper,2023-08-25,en,喜剧|剧情,0.8751,6.7,175,84,GB,matched,
1506,韓國,韓國都市恐怖怪談：詭手,2024-01-05,171443,670,16744,717712,tt27830625,韓國都市恐怖怪談：詭手,손,2023-06-21,ko,恐怖|喜剧,0.337,7.0,5,52,KR,matched,
1508,德國,巴赫曼-沙漠追愛之旅,2024-01-05,58269,273,10645,978580,tt16103266,巴赫曼-沙漠追愛之旅,Ingeborg Bachmann - Reise in die Wüste,2023-06-09,de,剧情|历史,0.5757,6.2,18,110,DE|AT|LU|CH,matched,
1509,法國,魔籽公主,2024-01-05,46663,210,5975,970867,tt23327624,魔籽公主,Dounia et la Princesse d'Alep,2023-02-01,fr,动画|家庭|冒险,0.2516,7.2,14,72,CA|FR,matched,
1510,日本,崖上的波妞,2024-01-05,38300,64,0,12429,tt0876563,崖上的波妞,崖の上のポニョ,2008-07-19,ja,动画|奇幻|家庭,8.4741,7.755,4789,101,JP,matched,
1511,日本,紅豬,2024-01-01,11598239,43262,0,11621,tt0104652,紅豬,紅の豚,1992-07-18,ja,动画|冒险|奇幻,6.6605,7.799,3706,94,JP,matched,
1512,日本,坂本龍一：OPUS,2023-12-31,3630590,12873,0,1156189,tt28490873,坂本龍一：OPUS,Ryuichi Sakamoto | Opus,2023-12-27,en,音乐|纪录,1.5811,7.6,20,103,JP|GB|US,matched,
1514,香港,潛行,2023-12-30,33349835,134290,135278,999056,tt21330770,潛行,潛行,2023-12-29,cn,动作|犯罪|剧情,1.5301,5.1,18,115,CN|HK,matched,
1515,香港,金手指,2023-12-29,35174379,137734,8852579,823598,tt14099796,金手指,金手指,2023-12-30,cn,犯罪|剧情,2.9729,6.067,52,125,CN|HK,matched,
1516,法國,人犬,2023-12-29,8035480,32893,1739323,944401,tt17009348,人犬,Dogman,2023-09-27,fr,动作|剧情|犯罪,3.235,7.852,1370,115,FR|US,matched,
1517,韓國,電影版 淘氣小企鵝啵樂樂 超級明星大冒險(國語版),2023-12-29,658054,2733,60418,1189165,tt30422251,電影版 淘氣小企鵝啵樂樂 超級明星大冒險,뽀로로 극장판 슈퍼스타 대모험,2023-12-08,ko,动画|家庭|冒险|音乐|科幻,0.4301,0.0,0,78,KR,matched,
1518,泰國,情牽浮生戲,2023-12-29,511438,2164,110727,1076011,tt28686328,情牽浮生戲,แมนสรวง,2023-08-24,th,剧情|悬疑,0.6911,6.893,14,128,TH,matched,
1519,法國,愛情轉移,2023-12-29,354943,1577,81325,898673,tt16252698,愛情轉移,Passages,2023-06-28,fr,爱情|剧情,1.5233,6.36,228,92,FR,matched,
1520,英國,藍色的你,2023-12-29,315921,1444,0,971699,tt8649344,藍色的你,Blue Jean,2023-02-10,en,剧情,0.7333,6.819,116,97,GB,matched,
1521,土耳其,春風勁草,2023-12-29,269085,1188,66420,665733,tt13231544,春風勁草,Kuru Otlar Üstüne,2023-07-12,tr,剧情,1.2838,7.681,163,197,TR|FR|DE|SE,matched,
1523,美國,星願(英文版),2023-12-26,50904752,204227,8160779,1022796,tt11304740,星願,Wish,2023-11-13,en,动画|家庭|奇幻|冒险,6.5193,6.218,1770,95,US,matched,
1524,英國,慾望之翼,2023-12-26,333571,1465,0,28468,tt0085328,慾望之翼,La chiave,1983-10-19,it,剧情|爱情,9.2643,5.989,439,110,IT,matched,
1525,泰國,初戀你我他,2023-12-26,155965,677,36155,977179,tt25406060,初戀你我他,เธอกับฉันกับฉัน,2023-02-09,th,爱情|剧情,1.4814,6.478,23,121,TH,matched,
1526,中華民國,赤心巔峰,2023-12-25,11346679,47756,1238253,1168337,,赤心巔峰,赤心巔峰,2023-10-14,zh,纪录,0.0289,0.0,0,105,TW,matched_without_imdb_id,
1527,日本,日安，我的母親,2023-12-25,271969,1370,0,1101734,tt27412934,日安，我的母親,こんにちは、母さん,2023-09-01,ja,剧情|喜剧,1.0602,6.1,12,111,JP,matched,
1528,德國,我的完美日常,2023-12-24,10346098,41994,39095,976893,tt27503384,我的完美日常,PERFECT DAYS,2023-11-10,ja,剧情,8.4112,7.793,1886,124,DE|JP,matched,
1529,美國,法拉利,2023-12-22,7442891,29135,5150724,365620,tt3758542,法拉利,Ferrari,2023-12-14,en,历史|剧情,4.9942,6.369,1245,131,US|IT|GB|SA,matched,
1530,泰國,送葬人,2023-12-22,5079190,20776,1286683,1113119,tt29633446,送葬人,สัปเหร่อ,2023-10-05,th,喜剧|剧情|恐怖,0.7362,6.7,10,125,TH,matched,
1532,美國,贖罪日之戰,2023-12-22,812259,3543,139330,899524,tt14454876,贖罪日之戰,Golda,2023-08-23,en,剧情|历史|战争,1.6104,6.3,203,101,GB|US,matched,
1533,日本,寬鬆世代又怎樣：INTERNATIONAL,2023-12-22,706440,2895,146484,1119114,tt28635008,寬鬆世代又怎樣：INTERNATIONAL,ゆとりですがなにか インターナショナル,2023-10-13,ja,喜剧,0.856,7.0,5,116,JP,matched,
1534,日本,銀河鐵道之夜,2023-12-22,407995,1722,85210,37585,tt0089206,銀河鐵道之夜,銀河鉄道の夜,1985-07-13,ja,冒险|动画|剧情|家庭|奇幻,1.5955,7.139,98,108,JP,matched,
1535,瑞典,巫術,2023-12-22,115707,476,23154,1015936,tt20782072,巫術,Feed,2022-10-28,sv,恐怖,0.9735,5.811,111,100,SE,matched,
1536,澳洲,餓之必要,2023-12-22,97968,448,26875,938250,tt18235146,餓之必要,Club Zero,2023-09-27,fr,惊悚|剧情|喜剧,0.6673,5.856,101,110,FR|AT|GB|DK|DE,matched,
1537,丹麥,壞教慾女孩,2023-12-22,44447,218,0,958234,tt15387506,壞教慾女孩,Ustyrlig,2023-03-09,da,剧情,0.3524,6.6,14,135,DK,matched,
1540,美國,水行俠 失落王國,2023-12-20,199762315,735330,61505961,572802,tt9663764,水行俠 失落王國,Aquaman and the Lost Kingdom,2023-12-20,en,动作|冒险|奇幻,12.6755,6.523,3467,124,US,matched,
1541,日本,窗邊的小荳荳,2023-12-19,9054548,37967,0,1106904,tt28347814,窗邊的小荳荳,映画 窓ぎわのトットちゃん,2023-12-08,ja,动画|剧情|家庭,1.4039,7.4,37,114,JP,matched,
1543,日本,青春豬頭少年不會夢到紅書包女孩,2023-12-15,9628027,33323,2488156,1086591,tt28036417,青春豬頭少年不會夢到紅書包女孩,青春ブタ野郎はランドセルガールの夢を見ない,2023-12-01,ja,动画|剧情|奇幻,3.513,7.757,77,75,JP,matched,
1544,韓國,12.12：首爾之春,2023-12-15,6738882,27119,1778955,919207,tt22507524,12.12：首爾之春,서울의 봄,2023-11-22,ko,剧情|惊悚|动作|战争|历史|犯罪,4.6588,7.531,146,142,KR,matched,
1545,韓國,鬼6怨,2023-12-15,2640048,10619,519747,1168166,tt28995831,鬼6怨,괴담만찬,2023-10-18,ko,恐怖,0.8336,5.4,13,117,KR,matched,
1546,中華民國,愛是一把槍,2023-12-15,589269,2565,149110,1155680,tt28484838,愛是一把槍,愛是一把槍,2023-12-15,zh,剧情,0.3744,7.0,2,81,HK|TW,matched,
1547,法國,青春 (春),2023-12-15,314186,1138,77460,493514,tt8469104,青春（春）,青春（春）,2023-11-10,zh,纪录,0.6451,6.7,12,212,CN|FR|HK|LU|NL,matched,
1548,法國,像高達一樣寂寞,2023-12-15,156968,686,48465,1005409,tt21382354,像高達一樣寂寞,"Godard, seul le cinéma",2023-06-05,fr,纪录,0.6291,5.542,12,101,FR,matched,
1549,西班牙,荒漠斷背情,2023-12-15,95010,632,20720,963765,tt13055264,荒漠斷背情,Extraña forma de vida,2023-05-26,es,剧情|西部|爱情,1.1359,6.3,374,31,ES|FR,matched,
1551,香港,夜校,2023-12-15,12604,52,10308,1177518,tt29244335,夜校,夜校,2023-11-02,cn,喜剧|恐怖,1.1031,5.0,1,109,HK,matched,
1560,法國,中國女人,2023-12-09,33520,165,0,1629,tt0061473,中國女人,La Chinoise,1967-08-30,fr,剧情|喜剧,1.0324,6.937,238,96,FR,matched,
1562,中華民國,小曉,2023-12-08,12152270,50287,3428611,1005996,tt29566160,小曉,小曉,2023-12-08,zh,剧情,0.8404,5.857,7,103,TW,matched,
1563,美國,魔髮精靈：樂團在一起 (國語版),2023-12-08,6607323,27457,1000227,901362,tt14362112,魔髮精靈：樂團在一起,Trolls Band Together,2023-10-12,en,动画|家庭|音乐|奇幻|喜剧|冒险,7.4068,7.25,979,91,US,matched,
1564,香港,年少日記,2023-12-08,2924237,12270,698417,957863,tt27881474,年少日記,年少日記,2023-11-16,cn,剧情,1.7935,7.9,65,95,HK,matched,
1565,日本,歡迎來到駒田蒸餾所,2023-12-08,2129191,8475,588843,1119211,tt27626792,歡迎來到駒田蒸餾所,駒田蒸留所へようこそ,2023-11-10,ja,动画|剧情|家庭,1.1377,6.8,13,91,JP,matched,
1566,韓國,水鬼,2023-12-08,1732518,7003,332383,12205,tt0308379,鬼水怪談,仄暗い水の底から,2002-01-19,ja,恐怖|悬疑|惊悚,2.6607,6.815,702,101,JP,matched,
1568,日本,鄰人Ｘ：謎樣的女子,2023-12-08,549119,2173,226579,1084742,tt28959468,鄰人X：謎樣的女子,隣人X -疑惑の彼女-,2023-12-01,ja,剧情,0.8309,8.0,1,120,JP,matched,
1569,日本,東京復仇者2：血腥萬聖節 後篇─決戰,2023-12-08,401824,1734,74142,1057873,tt26598867,東京復仇者2：血腥萬聖節 後篇 - 決戰,東京リベンジャーズ2 血のハロウィン編 -決戦-,2023-06-30,ja,动作|犯罪|剧情,0.9871,6.917,24,96,JP,matched,
1570,盧森堡,我們從末日開始,2023-12-08,184362,827,30967,973778,tt21810682,我們從末日開始,The End We Start From,2023-12-08,en,剧情|悬疑|惊悚,1.4133,5.818,132,102,GB|US,matched,
1571,中國大陸,絕地追擊,2023-12-08,139993,607,135699,1126608,tt26935935,絕地追擊,絕地追擊,2023-08-25,zh,动作,1.075,6.8,11,107,CN,matched,
1572,西班牙,與達利有約,2023-12-08,101777,478,760,1091044,tt7710588,與達利有約,Esperando a Dalí,2023-06-15,es,喜剧|爱情,0.39,6.813,16,114,ES,matched,
1574,日本,革命＋1,2023-12-08,36080,180,15200,1026301,tt22437974,革命＋1,REVOLUTION＋1,2023-03-11,ja,剧情,0.5867,6.1,6,75,JP,matched,
1576,加拿大,童魘,2023-12-08,16125,72,1430,9613,tt0278731,童魘,Spider,2002-11-06,en,剧情|悬疑|惊悚,1.7149,6.644,930,98,FR|GB|CA,matched,
1577,韓國,NCT NATION：To The World in Cinemas,2023-12-06,1676900,3207,19150,1169370,,엔시티 네이션 : 투 더 월드 인 시네마,엔시티 네이션 : 투 더 월드 인 시네마,2023-12-06,ko,音乐|纪录,0.4397,0.0,0,102,KR,matched_without_imdb_id,
1578,美國,旺卡(英文版),2023-12-05,102428884,385827,24224321,787699,tt6166392,旺卡,Wonka,2023-12-06,en,喜剧|家庭|奇幻,9.0636,7.039,4367,117,GB|US,matched,
1579,美國,夢行者保羅,2023-12-04,2785130,11379,1197989,823482,tt21942866,夢行者保羅,Dream Scenario,2023-11-10,en,喜剧|奇幻,3.0086,6.652,1306,102,US,matched,
1580,馬來西亞,富都青年,2023-12-01,101213858,400244,25465417,1027982,tt27445004,富都青年,富都青年,2023-12-01,zh,剧情|犯罪,0.8138,7.6,36,115,MY|SG|TW,matched,
1581,中華民國,BIG,2023-12-01,59376271,239960,3605361,115,tt0118715,謀殺綠腳趾,The Big Lebowski,1998-03-06,en,喜剧|犯罪,8.8201,7.8,12135,116,GB|US,matched,
1583,美國,無聲夜,2023-12-01,5020709,21584,849308,891699,tt15799866,無聲夜,Silent Night,2023-11-30,en,动作|惊悚|犯罪|剧情,3.5206,6.156,940,104,US,matched,
1584,韓國,全羅道少年殺人事件,2023-12-01,1857105,7600,366405,714651,tt22298582,全羅道少年殺人事件,소년들,2023-11-01,ko,剧情|犯罪,1.8515,6.5,12,124,KR,matched,
1585,法國,進化症候群,2023-12-01,491371,2882,0,943134,tt16606592,進化症候群,Le Règne animal,2023-10-04,fr,冒险|剧情|科幻,3.7673,6.953,924,127,BE|FR,matched,
1586,日本,花腐,2023-12-01,361235,1575,66940,1115167,tt28756694,花腐,花腐し,2023-11-10,ja,剧情,1.3833,5.5,8,137,JP,matched,
1587,西班牙,轉生幻夢,2023-12-01,277728,1218,75865,1077684,tt21909682,轉生幻夢,Samsara,2023-10-06,es,剧情|奇幻,0.2484,6.6,10,117,ES,matched,
1588,德國,五月的35日,2023-12-01,206642,971,20675,925341,tt13453138,五月的 35 日,Der Pfad,2022-02-17,de,家庭|历史|剧情,0.4391,6.815,27,99,DE|ES,matched,
1589,美國,闇之祭,2023-12-01,118765,453,13779,853387,tt11893676,闇之祭,Lord of Misrule,2023-10-26,en,恐怖|悬疑|惊悚,0.9825,5.727,163,104,IE|GB|US,matched,
1592,英國,海鷗 （英國國家劇院現場）,2023-11-30,289300,427,0,1029149,tt22777828,海鷗來過的房間,海鷗來過的房間,2022-11-11,cn,剧情,0.0808,6.0,1,95,MO,matched,
1593,美國,拿破崙,2023-11-24,44447697,160033,11390949,753342,tt13287846,拿破崙,Napoleon,2023-11-22,en,历史|战争|爱情,8.1734,6.308,3071,158,US,matched,
1594,中華民國,老狐狸,2023-11-24,15253072,63845,3212401,1006012,tt29452517,老狐狸,老狐狸,2023-11-24,zh,剧情,1.4048,7.6,37,112,TW,matched,
1595,美國,下一球，勝利,2023-11-24,2789382,12072,823111,621587,tt10767052,下一球，勝利,Next Goal Wins,2023-11-16,en,喜剧|剧情,1.9872,6.418,572,104,NZ|GB|US,matched,
1596,美國,五月的你，十二月的她,2023-11-24,1157213,4780,92239,839369,tt13651794,五月的你，十二月的她,May December,2023-11-16,en,剧情,4.6712,6.577,1021,117,US,matched,
1597,德國,野火蔓延時,2023-11-24,388043,1759,0,900379,tt26440619,野火蔓延時,Roter Himmel,2023-04-20,de,剧情|爱情|喜剧,1.3213,6.784,245,103,DE,matched,
1598,澳大利亞,夢想紅舞鞋,2023-11-24,83701,390,12885,1075010,tt14838460,夢想紅舞鞋,The Red Shoes: Next Step,2023-04-06,en,音乐|剧情,0.3189,6.2,11,111,AU,matched,
1599,阿爾及利亞,阿爾及爾的末代王后,2023-11-24,81260,368,0,958161,tt18039808,阿爾及爾的末代王后,La Dernière Reine,2023-04-19,ar,冒险|历史|剧情,0.4649,6.529,34,110,DZ|FR|QA|SA|TW,matched,
1601,智利,智利，我的理想國,2023-11-24,37200,183,10850,958496,tt19797494,智利，我的理想國,Mi país imaginario,2022-05-20,es,纪录,0.1651,6.6,19,83,CL|FR,matched,
1602,中華民國,花若盛開,2023-11-18,656720,2804,291850,1209560,,花若盛開,花若盛開,2023-09-15,zh,纪录,0.0256,0.0,0,75,TW,matched_without_imdb_id,
1603,美國,飢餓遊戲：鳴鳥與游蛇之歌,2023-11-17,66533017,236731,17531132,695721,tt10545296,飢餓遊戲：鳴鳥與游蛇之歌,The Hunger Games: The Ballad of Songbirds & Snakes,2023-11-15,en,科幻|动作,7.6725,6.985,3481,157,DE|US,matched,
1604,美國,恐怖感恩劫,2023-11-17,4478217,18555,1217996,1071215,tt1448754,恐怖感恩劫,Thanksgiving,2023-11-16,en,恐怖|悬疑,4.1445,6.471,1561,106,US,matched,
1605,中華民國,撼山河 撼向世界,2023-11-17,2021791,8925,354255,1168336,tt29236840,撼山河 撼向世界,撼山河 撼向世界,2023-11-17,zh,纪录,0.5439,0.0,0,109,TW,matched,
1606,中華民國,少男少女,2023-11-17,1212911,5368,264457,1088428,tt29115028,少男少女,少男少女,2023-11-17,zh,家庭|剧情,0.9657,0.0,0,140,HK|TW,matched,
1607,香港,白日之下,2023-11-17,404499,1648,107218,1099217,tt27881515,白日之下,白日之下,2023-11-02,cn,剧情|悬疑,1.0547,7.4,37,106,HK,matched,
1608,日本,託生君系列：很長很長的故事開始的早晨,2023-11-17,54292,220,8007,1134409,,託生君系列：很長很長的故事開始的早晨,タクミくんシリーズ 長い長い物語の始まりの朝。,2023-08-17,ja,爱情,0.5028,5.5,2,78,JP,matched_without_imdb_id,
1610,韓國,30日,2023-11-14,2545733,10555,1289323,1052433,tt29031019,30日,30일,2023-10-03,ko,爱情|喜剧,1.7828,7.327,81,119,KR,matched,
1611,日本,天一亮，就想見到你,2023-11-12,398085,1762,0,1120459,tt28259022,天一亮，就想見到你,夜が明けたら、いちばんに君に会いにいく,2023-09-01,ja,爱情,1.2443,6.7,6,100,JP,matched,
1612,中華民國,車頂上的玄天上帝,2023-11-11,12640155,53792,5283065,996108,tt27811012,車頂上的玄天上帝,車頂上的玄天上帝,2023-11-17,zh,剧情,1.348,4.25,4,130,TW,matched,
1613,馬來西亞,五月雪,2023-11-11,1540820,7045,625399,973587,tt28449053,五月雪,五月雪,2023-11-17,zh,剧情|历史,0.5682,7.5,2,116,MY|SG|TW,matched,
1614,韓國,My SHINee World,2023-11-10,6500095,13187,1362860,1148154,,My SHINee World,마이 샤이니 월드,2023-11-03,ko,音乐|纪录,0.7341,7.5,2,112,KR,matched_without_imdb_id,
1615,日本,電影版 勿說是推理,2023-11-10,3944326,15458,791544,1064669,tt27554389,電影版 勿說是推理,ミステリと言う勿れ,2023-09-15,ja,悬疑|剧情,1.0781,7.5,16,129,JP,matched,
1616,泰國,日暮生死戀,2023-11-10,1061471,4437,534567,1113085,tt28654867,日暮生死戀,ดับแสงรวี,2023-07-20,th,恐怖|爱情|剧情|悬疑,0.3485,8.333,13,106,TH,matched,
1617,中華民國,WOMEN 我們不知道的事,2023-11-10,848572,3591,42245,1121326,,WOMEN 我們不知道的事,WOMEN 我們不知道的事,2023-08-18,zh,剧情,0.2683,0.0,0,99,TW,matched_without_imdb_id,
1618,日本,東京復仇者2：血腥萬聖節 前篇─命運,2023-11-10,416240,1796,0,1057872,tt23218142,東京復仇者2：血腥萬聖節 前篇 - 命運,東京リベンジャーズ2 血のハロウィン編 -運命-,2023-04-21,ja,动作|犯罪|剧情,1.2379,6.9,28,90,JP,matched,
1619,美國,劊樂時光,2023-11-10,412375,1795,20480,1113278,tt27619382,劊樂時光,It's a Wonderful Knife,2023-11-10,en,恐怖|喜剧,1.0049,5.048,186,87,US,matched,
1620,法國,琳達想吃雞!(中文版),2023-11-10,184265,795,0,589026,tt21042126,琳達想吃雞！,Linda veut du poulet !,2023-10-18,fr,动画|喜剧|家庭|音乐,0.6016,6.9,65,73,FR|IT,matched,
1622,烏克蘭,尋父冒險記,2023-11-10,121438,576,21125,1005141,tt19783714,尋父冒險記,"Люксембург, Люксембург",2023-04-13,uk,喜剧|剧情,0.4022,7.8,60,106,UA,matched,
1623,法國,茱莉亞四重奏,2023-11-10,109415,495,0,892530,tt13729364,茱莉亞四重奏,Le Tourbillon de la vie,2022-12-21,fr,剧情|喜剧,0.4473,6.8,116,120,FR,matched,
1624,美國,驚奇隊長 2,2023-11-08,91788281,352865,19419998,609681,tt10676048,驚奇隊長2,The Marvels,2023-11-08,en,科幻|冒险|动作,35.2607,5.94,3355,105,US,matched,
1625,烏克蘭,戰場日記,2023-11-05,115744,522,10855,1058616,tt24082438,戰場日記,20 Days in Mariupol,2023-07-14,en,纪录|战争,1.6941,8.049,285,94,US,matched,
1627,韓國,鬼車站,2023-11-03,7740274,30718,2375970,844386,tt22505124,鬼車站,옥수역귀신,2023-04-19,ko,恐怖|悬疑,1.6243,6.512,82,80,KR|JP,matched,
1628,韓國,禍亂：地下秩序,2023-11-03,2404910,10228,476790,1028684,tt27502351,禍亂：地下秩序,화란,2023-10-11,ko,犯罪|剧情,1.3966,5.8,36,123,KR,matched,
1629,日本,詭屋,2023-11-03,694147,3106,0,1060553,tt27930752,詭屋,スイート・マイホーム,2023-09-01,ja,惊悚,0.7645,7.3,6,113,JP,matched,
1630,香港,困獸,2023-11-03,574192,2831,154504,1172012,tt29571399,困獸,困獸,2023-10-27,zh,剧情|动作|惊悚,1.1828,4.2,5,97,CN|HK,matched,
