序號,國別,片名,上映日,總金額,總票數,首週票房,tmdb_id,imdb_id,tmdb_title,tmdb_original_title,tmdb_release_date,original_language,genres,popularity,vote_average,vote_count,runtime,production_countries,match_status,match_note
5778,法國,再見小媽,2017-10-06,579270,2876,110170,439154,tt5348236,再見小媽,Sage femme,2017-03-22,fr,剧情,0.5546,6.1,155,117,BE|FR,matched,
5780,大陸,我在故宮修文物,2017-10-02,410150,1818,220397,479702,tt6448192,我在故宫修文物,我在故宫修文物,2016-12-16,zh,纪录,0.3199,7.2,10,86,CN,matched,
5781,中華民國,乒乓,2017-10-02,123264,577,0,505786,tt7813134,乒乓,乒乓,2017-10-15,zh,犯罪|电视电影|剧情|悬疑|惊悚,0.525,2.0,1,101,TW,matched,
5782,中華民國,林投記,2017-10-02,69440,354,0,480059,,林投記,林投記,2017-10-01,zh,电视电影,0.3965,6.0,2,0,TW,matched_without_imdb_id,
5783,香港,追龍,2017-09-29,47549356,211200,17955062,449927,tt6015328,追龍,追龍,2017-09-28,cn,动作|犯罪|惊悚,3.3459,7.0,138,130,HK|CN,matched,
5784,中華民國,老師你會不會回來,2017-09-29,38874129,178421,11787057,479707,tt6879340,老師，你會不會回來,老師你會不會回來,2017-09-29,zh,剧情,0.7994,5.0,5,108,TW,matched,
5785,美國,極地追擊,2017-09-29,13203257,61155,3900627,395834,tt5362988,極地追擊,Wind River,2017-08-03,en,犯罪|悬疑|剧情|惊悚,5.58,7.437,5751,107,FR|GB|US,matched,
5786,美國,母親！,2017-09-29,8575557,37661,2116950,381283,tt5109784,母親！,mother!,2017-09-13,en,恐怖|剧情,6.267,6.96,7082,121,US,matched,
5787,美國,穆荷蘭大道,2017-09-29,1678300,7836,551065,1018,tt0166924,穆荷蘭大道,Mulholland Drive,2001-06-06,en,惊悚|剧情|悬疑,8.5954,7.8,7003,146,FR|US,matched,
5788,日本,春宵苦短，少女前進吧！,2017-09-29,684206,2771,238355,430214,tt6335734,春宵苦短，少女前進吧！,夜は短し歩けよ乙女,2017-04-07,ja,喜剧|爱情|动画|奇幻,2.0618,7.4,249,93,JP,matched,
5789,美國,密弒逃脫,2017-09-29,524491,2367,102838,449664,tt5159414,密弒逃脫,Escape Room,2017-06-19,en,恐怖|惊悚,1.3651,4.551,773,90,US,matched,
5790,法國,絕代天后黛莉達,2017-09-29,236542,1137,50635,382595,tt5039860,絕代天后黛莉達,Dalida,2017-01-11,fr,音乐|剧情,0.5443,6.662,271,124,BE|FR,matched,
5791,日本,亂,2017-09-29,216965,956,59305,770,tt0031381,亂世佳人,Gone with the Wind,1939-12-15,en,剧情|战争|爱情,10.0102,7.9,4364,233,US,matched,
5792,日本,宣告黎明的露之歌,2017-09-29,199914,827,52049,436120,tt6452332,宣告黎明的露之歌,夜明け告げるルーのうた,2017-05-19,ja,动画|冒险|音乐|奇幻|家庭,2.433,7.0,145,107,JP,matched,
5793,日本,我在快打求旋風,2017-09-29,144825,642,33980,451789,tt7436336,我在快打求旋風,リビング ザ ゲーム,2017-09-29,ja,纪录,0.0963,0.0,0,60,JP,matched,
5795,德國,心之物語,2017-09-29,128695,636,52525,350060,tt4613254,青春寂光物語,Hjartasteinn,2016-12-28,is,爱情|剧情,0.8331,7.183,180,129,DK|IS,matched,
5796,美國,雙峰：與火同行,2017-09-29,72755,323,25810,1923,tt0105665,雙峰：與火同行,Twin Peaks: Fire Walk with Me,1992-06-03,en,剧情|悬疑|恐怖,4.7682,7.42,2248,135,US,matched,
5797,美國,驚狂,2017-09-29,68210,301,26910,638,tt0116922,驚狂,Lost Highway,1997-01-15,en,剧情|惊悚|悬疑,4.7509,7.5,2934,134,FR|US,matched,
5798,美國,橡皮頭,2017-09-29,61515,268,16210,985,tt0074486,橡皮頭,Eraserhead,1977-09-28,en,恐怖|科幻,3.3166,7.3,2725,89,US,matched,
5800,韓國,V・I・P・,2017-09-28,1254773,5692,60480,435601,tt6413410,V.I.P.,브이아이피,2017-08-23,ko,犯罪|惊悚|动作,3.5777,7.7,228,128,KR,matched,
5804,美國,愛．煉獄,2017-09-28,2940,14,0,347764,tt3432552,愛‧煉獄,Goddess of Love,2015-08-31,en,悬疑|剧情|惊悚|恐怖,0.4373,5.3,45,96,CA|US,matched,
5805,美國,刑弒厲,2017-09-22,6979590,30692,1552513,394830,tt4181782,刑弒厲,The Crucifixion,2017-04-27,en,恐怖|悬疑|惊悚,1.3754,5.666,536,90,RO|GB|US,matched,
5806,中華民國,自畫像,2017-09-22,1556885,7011,363620,436088,tt7010366,自畫像,自畫像,2017-09-22,zh,剧情,0.6011,6.0,1,109,TW,matched,
5807,美國,鬥陣俱樂部,2017-09-22,1240062,5538,386827,550,tt0137523,鬥陣俱樂部,Fight Club,1999-10-15,en,剧情|惊悚,32.82,8.438,31963,139,DE|US,matched,
5808,美國,不願面對的真相2,2017-09-22,723385,3390,148559,432602,tt6322922,不願面對的真相 2,An Inconvenient Sequel: Truth to Power,2017-07-28,en,纪录,0.8037,6.6,181,100,US,matched,
5809,日本,白晝的流星(數位2D版),2017-09-22,703749,3108,110128,433950,tt6078842,白晝的流星,ひるなかの流星,2017-03-24,ja,爱情,1.3801,7.4,81,119,JP,matched,
5812,日本,愛過了,2017-09-22,220770,986,78780,377278,tt4746484,愛過了,L'économie du couple,2016-06-08,fr,剧情,0.6878,6.108,120,98,BE|FR,matched,
5813,愛爾蘭,暗夜鬼抓床,2017-09-22,58685,258,5180,408185,tt4695098,暗夜鬼抓床,Nails,2017-06-16,en,恐怖,0.6764,5.644,118,85,IE,matched,
5814,中華民國,狗狗傷心誌,2017-09-22,41360,188,0,481810,tt11911742,狗狗傷心誌,狗狗傷心誌,2017-09-16,zh,动画|剧情,0.0806,0.0,0,80,TW,matched,
5815,美國,金牌特務：機密對決,2017-09-20,334099130,1407013,75797525,343668,tt4649466,金牌特務：機密對決,Kingsman: The Golden Circle,2017-09-20,en,动作|冒险|喜剧|犯罪|科幻,8.1238,6.9,11105,141,GB|US|IT,matched,
5818,日本,煙花,2017-09-15,13582430,58369,3276365,431819,tt6317962,煙花,打ち上げ花火、下から見るか？横から見るか？,2017-08-18,ja,动画|爱情|奇幻|剧情,3.5931,6.609,363,90,JP,matched,
5819,美國,閨蜜假期,2017-09-15,6935081,31429,1699555,417870,tt3564472,閨蜜假期,Girls Trip,2017-07-21,en,喜剧|爱情|冒险,3.3275,6.811,1568,122,US,matched,
5820,美國,愛情齡距離,2017-09-15,3714023,18672,603081,427900,tt5719700,愛情齡距離,Home Again,2017-09-07,en,喜剧|剧情|爱情,1.7688,6.1,1236,97,US,matched,
5821,英國,金牌特勤隊(數位2D版),2017-09-15,1781963,9099,115292,348389,tt3567666,金牌特勤隊,Stratton,2017-07-06,en,动作|惊悚,1.2158,5.0,227,95,GB,matched,
5822,中華民國,曼菲,2017-09-15,1289285,5993,304575,477483,,曼菲,曼菲,2017-09-15,zh,纪录,0.0795,8.0,1,120,TW,matched_without_imdb_id,
5823,韓國,仿聲靈,2017-09-15,1032033,4603,81440,437108,tt7046826,仿聲靈,장산범,2017-08-17,ko,恐怖|惊悚,1.8288,6.316,171,100,KR,matched,
5824,日本,3月的獅子 後篇,2017-09-15,422623,1909,63615,438664,tt5556068,3月的獅子：後篇,3月のライオン 後編,2017-04-22,ja,剧情,1.0659,7.1,18,140,JP,matched,
5826,義大利,少女車神,2017-09-15,299569,1337,16190,375572,tt4300480,少女車神,Veloce come il vento,2016-04-07,it,剧情|动作,0.9705,7.532,968,119,IT,matched,
5828,英國,美國刺客,2017-09-13,18285637,81138,2740908,415842,tt1961175,美國刺客,American Assassin,2017-07-14,en,动作|冒险|惊悚,6.1469,6.418,3241,112,HK|US,matched,
5832,韓國,我只是個計程車司機,2017-09-08,39399150,176311,11275509,437068,tt6878038,我只是個計程車司機,택시운전사,2017-08-02,ko,动作|剧情|历史,5.5192,8.035,1161,137,KR,matched,
5833,美國,哈佛沒教的幸福課,2017-09-08,2502663,10964,707750,317560,tt2989524,哈佛沒教的幸福課,Carrie Pilby,2017-03-31,en,喜剧|剧情,0.9971,6.836,443,98,US,matched,
5834,美國,愛情昏迷中,2017-09-08,2322353,10206,539521,416477,tt5462602,愛情昏迷中,The Big Sick,2017-03-30,en,喜剧|剧情|爱情,2.3613,7.324,2625,120,US,matched,
5835,日本,青春後空翻,2017-09-08,1225539,5455,209543,434236,tt5693562,青春後空翻,チア☆ダン～女子高生がチアダンスで全米制覇しちゃったホントの話～,2017-03-11,ja,喜剧,1.2867,7.3,21,121,JP,matched,
5836,日本,3月的獅子 前篇,2017-09-08,515489,2361,148849,433892,tt5514632,3月的獅子：前篇,3月のライオン 前編,2017-03-18,ja,剧情,0.9315,6.87,23,138,JP,matched,
5838,法國,那年夏天的微光,2017-09-08,229400,1127,56625,453354,tt6194530,那年夏天的微光,Ava,2017-06-21,fr,剧情,1.2307,6.265,272,106,FR,matched,
5839,英國,帶來末日的女孩,2017-09-08,196976,860,13880,375366,tt4547056,帶來末日的女孩,The Girl with All the Gifts,2016-09-23,en,动作|恐怖|科幻,3.3974,6.575,2150,111,GB,matched,
5840,香港,西謊極落：太爆・太子・太空艙,2017-09-08,185209,844,19490,474442,tt7375556,西謊極落：太爆．太子．太空艙,西謊極落: 太爆‧太子‧太空艙,2017-09-07,cn,喜剧|爱情,1.0344,6.2,9,101,CN|HK,matched,
5841,加拿大,她的應召日記,2017-09-08,50350,324,9305,375334,tt5326364,她的應召日記,Nelly,2017-01-20,fr,剧情,0.6529,5.839,31,101,CA,matched,
5843,美國,牠(數位IMAX 2D版),2017-09-07,116367230,495311,34916782,346364,tt1396484,牠,It,2017-09-06,en,恐怖|惊悚|剧情,17.1128,7.24,20277,135,US,matched,
5844,法國,獵殺星期一(數位2D版),2017-09-07,68647131,299342,22269444,406990,tt1536537,獵殺星期一,What Happened to Monday,2017-08-18,en,科幻|惊悚|悬疑|动作,5.3192,7.149,6426,124,BE|FR|US,matched,
5845,日本,瑪麗與魔女之花,2017-09-01,9608623,44000,2555129,430447,tt6336356,瑪麗與魔女之花,メアリと魔女の花,2017-07-08,ja,动画|冒险|家庭|奇幻,3.6639,7.145,896,103,JP,matched,
5846,美國,還有機會說再見,2017-09-01,4331897,20794,757704,397837,tt1691916,還有機會說再見,Before I Fall,2017-03-02,en,剧情|奇幻,2.5177,6.965,3529,98,US,matched,
5847,香港,殺破狼.貪狼(數位2D版),2017-09-01,4262112,18732,732796,452558,tt7245176,殺破狼‧貪狼,殺破狼·貪狼,2017-08-25,cn,动作|犯罪|惊悚,4.2554,6.734,207,100,CN|HK|TH,matched,
5849,美國,異人族(數位IMAX 2D版),2017-09-01,2255045,7261,589901,469523,tt6891976,異形入侵者,Alien: Reign of Man,2017-08-01,en,动作|科幻,0.4036,5.1,11,85,US,matched,
5850,美國,玻璃城堡,2017-09-01,1003389,4644,214135,336000,tt2378507,玻璃城堡,The Glass Castle,2017-08-11,en,剧情,3.1022,7.104,898,127,HK|US,matched,
5852,美國,惡靈金庫,2017-09-01,41185,189,3470,416160,tt1785635,惡靈金庫,The Vault,2017-09-01,en,恐怖|惊悚,1.2003,4.898,420,91,US,matched,
5853,法國,搖滾救明星,2017-09-01,21560,97,0,382589,tt5351818,搖滾救明星,Rock'n Roll,2017-02-15,fr,喜剧|剧情,0.8892,5.2,767,123,FR,matched,
5854,黎巴嫩,聽風者之歌,2017-09-01,19520,106,4250,393522,tt5590712,聽風者之歌,ربيع,2017-03-01,fr,剧情,0.2116,6.5,9,105,AE|LB|QA|FR,matched,
5855,羅馬尼亞,陌路狂犬,2017-09-01,5170,25,0,392812,tt5088794,陌路狂犬,Câini,2016-09-23,ro,剧情|惊悚,0.2506,6.3,34,104,BG|RO|FR,matched,
5856,美國,黑塔(數位2D版),2017-08-31,26629578,119960,5527552,353491,tt1648190,黑塔,The Dark Tower,2017-08-03,en,奇幻|动作|科幻,4.4107,5.793,5503,95,US,matched,
5857,法國,潛龍突擊隊,2017-08-31,11285336,52603,2171070,335788,tt4106376,潛龍突擊隊,Renegades,2017-08-21,en,惊悚|动作|战争,2.339,5.551,364,106,DE|BE|FR|US,matched,
5858,日本,電影 哆啦A夢《大雄的南極冰天雪地大冒險》,2017-08-28,6445649,28000,539334,462677,tt5912470,電影哆啦A夢：大雄的南極冰天雪地大冒險,映画ドラえもん のび太の南極カチコチ大冒険,2017-03-04,ja,动画|冒险|奇幻|家庭|科幻|喜剧,3.3392,6.552,105,101,JP,matched,
5861,中華民國,紅衣小女孩2(數位2D版),2017-08-25,105729876,465443,29174919,472746,tt6295898,紅衣小女孩2,紅衣小女孩2,2017-08-25,zh,恐怖|惊悚,0.6472,6.5,49,108,TW,matched,
5862,美國,美國製造,2017-08-25,70840298,304958,18023742,337170,tt3532216,美國製造,American Made,2017-08-18,en,喜剧|犯罪|剧情,5.9967,6.903,4961,115,US|LU,matched,
5863,日本,第22年的告白-我是殺人犯-,2017-08-25,5600296,24002,1613358,450274,tt5882982,第22年的告白：我是殺人犯,22年目の告白 ―私が殺人犯です―,2017-06-10,ja,惊悚|剧情|悬疑,1.2464,6.75,80,118,JP,matched,
5865,法國,辣媽好孕到,2017-08-25,394181,2037,55955,439152,tt5975354,辣媽好孕到,"Telle mère, telle fille",2017-03-29,fr,喜剧,1.2578,5.693,270,94,FR,matched,
5866,美國,魔鬼終結者:創世契機,2017-08-25,376654,1344,147220,87101,tt1340138,魔鬼終結者：創世契機,Terminator Genisys,2015-06-23,en,科幻|动作|惊悚,9.5848,5.952,8944,126,US|CA,matched,
5867,芬蘭,芬蘭湯姆,2017-08-25,289123,1322,84455,405204,tt5226984,芬蘭湯姆,Tom of Finland,2017-02-24,fi,剧情,0.6805,6.637,139,116,IS|FI|US|SE|DK|DE,matched,
5868,中華民國,澤水困,2017-08-25,278970,1251,176990,680790,tt4327848,澤水困,澤水困,2017-08-25,zh,剧情,0.1896,7.0,1,82,,matched,
5869,法國,芬妮的勇敢旅程,2017-08-25,269300,1366,65160,384581,tt5038372,芬妮的勇敢旅程,Le voyage de Fanny,2016-05-18,fr,剧情|历史,1.02,7.168,188,94,BE|FR,matched,
5870,法國,一路不順風,2017-08-25,215680,998,62255,382598,tt4993964,一路不順風,À fond,2016-11-11,fr,家庭|喜剧|动作,1.5387,6.0,670,91,FR,matched,
5874,美國,羅根好好運,2017-08-24,5834638,28394,1004972,399170,tt5439796,羅根好好運,Logan Lucky,2017-08-17,en,喜剧|犯罪|动作|剧情,3.4574,6.734,3822,119,US,matched,
5875,美國,殺手保鑣,2017-08-18,91502962,398750,27051850,390043,tt1959563,殺手保鑣,The Hitman's Bodyguard,2017-08-16,en,动作|喜剧|犯罪|惊悚,6.941,6.895,6645,118,BG|CA|FR|HK|US|GB,matched,
5876,韓國,軍艦島,2017-08-18,69225108,305365,19929609,436391,tt5969696,軍艦島,군함도,2017-07-26,ko,剧情|战争,2.8831,7.156,288,133,KR,matched,
5877,中華民國,痴情男子漢,2017-08-18,13969341,61977,4215468,472572,tt7172702,癡情男子漢,癡情男子漢,2017-08-18,zh,剧情,0.651,3.6,5,114,TW,matched,
5878,日本,電影版妖怪手錶：飛天巨鯨與兩個世界的大冒險喵！(數位2D版),2017-08-18,5262946,23050,1450067,433145,tt5477354,電影版妖怪手錶：飛天巨鯨與兩個世界的大冒險喵,映画 妖怪ウォッチ 空飛ぶクジラとダブル世界の大冒険だニャン！,2016-12-17,ja,冒险|动画|喜剧|奇幻,1.8809,7.2,44,90,JP,matched,
5879,日本,不幹了！我開除了黑心公司,2017-08-18,5016144,21380,1374084,474626,tt5922578,不幹了！我開除了黑心公司,ちょっと今から仕事やめてくる,2017-05-27,ja,剧情,1.0821,6.5,18,114,JP,matched,
5880,日本,東京喰種,2017-08-18,4021203,17447,809327,433945,tt5815944,東京飧種 真人版,東京喰種 トーキョーグール,2017-07-16,ja,动作|剧情|惊悚,2.1745,7.057,380,119,JP,matched,
5881,法國,雙面愛人,2017-08-18,1242915,5895,345670,451955,tt6367558,雙面愛人,L'Amant double,2017-05-26,fr,爱情|惊悚|剧情,2.3974,6.084,572,108,BE|FR,matched,
5882,日本,一週的朋友,2017-08-18,1039998,4527,96880,417760,tt5167966,一週的朋友,一週間フレンズ。,2017-02-18,ja,爱情|剧情,1.462,6.7,62,120,JP,matched,
5883,日本,晝顏 電影版,2017-08-18,712294,3163,133020,459592,tt6106802,晝顏：電影版,昼顔,2017-06-10,ja,剧情|爱情,1.4429,5.422,32,125,JP,matched,
5884,日本,好想大聲說出心底的話,2017-08-18,508680,2146,68943,364111,tt4489416,好想大聲說出心底的話。,心が叫びたがってるんだ。,2015-09-19,ja,动画|剧情|音乐|爱情,2.6931,7.608,429,120,JP,matched,
5886,香港,俠盜聯盟,2017-08-11,21031612,96353,4756499,452551,tt5866930,俠盜聯盟,The Adventurers,2017-08-11,cn,动作|犯罪|冒险,1.4421,5.962,186,108,CN|CZ|HK|US,matched,
5887,美國,表情符號電影(數位2D版),2017-08-11,10828163,49167,2997236,378236,tt4877122,表情符號電影,The Emoji Movie,2017-07-23,en,动画|家庭|喜剧,12.5888,5.392,3313,86,US,matched,
5888,匈牙利,舞動心跳,2017-08-11,3590126,15941,579182,457308,tt5281700,舞動心跳,Heartbeats,2017-06-30,en,音乐|爱情|剧情,0.6981,6.7,113,110,IN|AE|US,matched,
5889,西班牙,抓狂酒吧,2017-08-11,1639775,7460,457705,420648,tt5121816,抓狂酒吧,El bar,2017-02-15,es,恐怖|惊悚|喜剧,1.7511,6.332,1362,102,ES,matched,
5890,中華民國,《徐自強的練習題》,2017-08-11,875765,4121,205200,470679,tt7147464,徐自強的練習題,徐自強的練習題,2017-08-13,zh,纪录,0.314,6.0,2,95,,matched,
5891,法國,女人的一生,2017-08-11,484725,2439,139160,468291,tt6469960,不完美謀殺案,An Imperfect Murder,2017-09-03,en,犯罪|剧情,0.3711,3.397,29,71,US,matched,
5892,日本,美麗之星,2017-08-11,393540,1869,63145,449225,tt5512160,美麗之星,美しい星,2017-05-26,ja,科幻|剧情,0.8531,5.964,14,128,JP,matched,
5893,日本,戀愛奇譚集,2017-08-11,58855,264,5195,486837,tt6330554,戀愛奇譚集,恋愛奇譚集,2017-08-11,ja,剧情|爱情,0.781,4.4,9,120,JP,matched,
5894,韓國,超級市長,2017-08-11,54270,254,7580,437073,tt6150238,超級市長,특별시민,2017-04-26,ko,剧情|惊悚,1.2608,6.5,45,130,KR,matched,
5895,美國,安娜貝爾：造孽(數位2D版),2017-08-10,111997735,478895,32315707,396422,tt5140878,安娜貝爾：造孽,Annabelle: Creation,2017-08-03,en,恐怖,5.8248,6.608,5972,109,US,matched,
5896,瑞典,犧牲,2017-08-08,17535,95,0,24657,tt0091670,犧牲,Offret,1986-05-09,sv,剧情,1.8368,7.7,615,149,SE,matched,
5897,美國,CARS 3 閃電再起(數位2D版),2017-08-07,45927013,204389,8163278,260514,tt3606752,汽車總動員3：閃電再起,Cars 3,2017-06-15,en,动画|剧情|家庭,13.0455,6.856,6365,102,US,matched,
5898,韓國,REAL,2017-08-04,5233178,23686,949774,437633,tt6904062,REAL,리얼,2017-06-28,ko,动作|犯罪|惊悚,3.4472,5.282,71,137,KR,matched,
5900,美國,生存者,2017-08-04,1708682,7738,256188,316154,tt4334266,生存者,The Bad Batch,2017-06-23,en,动作|恐怖|悬疑|科幻|惊悚,2.265,5.274,1160,120,US,matched,
5901,土耳其,愛貓之城,2017-08-04,1073410,4776,303335,392011,tt4420704,愛貓之城,Kedi,2017-01-08,en,纪录,1.0051,7.486,363,79,US,matched,
5902,日本,帝一之國,2017-08-04,980883,4359,245235,410223,tt5293604,帝一之國,帝一の國,2017-04-29,ja,喜剧|剧情,0.9304,6.9,28,118,JP,matched,
5903,阿根廷,形影不離,2017-08-04,258315,1288,78180,418402,tt5680678,形影不離,Inseparables,2016-08-11,es,剧情|喜剧,0.7232,7.3,83,108,AR,matched,
5904,比利時,觸不到的愛戀,2017-08-04,241575,1131,34730,415137,tt5892354,觸不到的愛戀,Mon Ange,2016-02-11,fr,爱情|喜剧|剧情,0.5665,6.3,67,80,BE,matched,
5905,日本,公園小情歌,2017-08-04,180480,819,50290,434218,tt5687380,公園小情歌,PARKS パークス,2017-04-22,ja,剧情,0.7203,6.9,9,118,JP,matched,
5906,美國,玩命再劫(數位2D版),2017-08-03,42102315,186172,13070381,339403,tt3890160,玩命再劫,Baby Driver,2017-06-28,en,动作|犯罪,9.589,7.443,16791,113,GB|US,matched,
5907,法國,星際特工瓦雷諾：千星之城(數位2D),2017-08-03,32546668,141679,9089821,339964,tt2239822,星際特工瓦雷諾：千星之城,Valerian and the City of a Thousand Planets,2017-07-19,en,冒险|科幻|动作,7.4465,6.633,7969,137,FR|DE|AE|US|BE|CN,matched,
5908,中華民國,報告老師！怪怪怪怪物！,2017-07-28,41839767,186608,12582989,454784,tt6648404,報告老師！怪怪怪怪物！,報告老師！怪怪怪怪物！,2017-07-27,zh,恐怖|喜剧,1.4504,6.7,64,110,TW,matched,
5909,美國,極凍之城,2017-07-28,16134893,69982,3684105,341013,tt2406566,極凍之城,Atomic Blonde,2017-07-26,en,动作|惊悚,6.1521,6.436,6614,115,DE|HU|SE|US,matched,
5910,日本,謝謝你，在世界的角落找到我,2017-07-28,9092392,41039,2674569,378108,tt4769824,謝謝你，在世界的角落找到我,この世界の片隅に,2016-11-12,ja,剧情|动画|爱情|战争|历史,2.9803,7.913,622,130,JP,matched,
5911,中華民國,一一,2017-07-28,5335327,23091,1284768,25538,tt0244316,一一,一一,2000-09-20,zh,剧情,4.9699,7.95,665,174,TW|JP,matched,
5912,法國,芭蕾奇緣,2017-07-28,3333070,15688,864220,342473,tt2261287,芭蕾奇緣,Ballerina,2016-12-14,en,动画|冒险|喜剧|家庭,6.0856,7.205,1983,89,CA|FR,matched,
5913,美國,魅惑,2017-07-28,2997189,13937,589073,399019,tt5592248,魅惑,The Beguiled,2017-06-23,en,剧情,1.8994,5.927,2231,93,US,matched,
5914,日本,花戰,2017-07-28,1838124,8768,440810,435129,tt3901826,戰火下的小花,The Breadwinner,2017-11-17,en,动画|战争|剧情|家庭,2.0059,7.843,919,94,CA|IE|LU|US,matched,
5915,大陸,少年,2017-07-28,152690,748,0,371462,tt3777860,少年禁戀,Mammal,2016-04-01,en,剧情,4.3701,6.222,45,99,LU|IE|NL,matched,
5916,英國,幫寶弒,2017-07-28,20125,93,450,395982,tt5154288,幫寶弒,Prevenge,2017-02-10,en,恐怖|喜剧|剧情|惊悚|奇幻,0.8037,5.547,254,89,GB,matched,
5917,中華民國,青梅竹馬(數位修復版),2017-07-24,1407652,6493,281950,106380,tt0089866,青梅竹馬,青梅竹馬,1985-05-01,zh,剧情,1.3543,7.4,133,120,TW,matched,
5919,泰國,模犯生,2017-07-21,147943802,646910,31503080,455714,tt6788942,模犯生,ฉลาดเกมส์โกง,2017-05-03,th,剧情|犯罪|惊悚|喜剧,2.1142,7.861,850,130,TH,matched,
5920,香港,悟空傳,2017-07-21,13298963,61801,2725245,452910,tt6513406,悟空傳,悟空傳,2017-07-13,zh,奇幻|动作|冒险|家庭,3.4261,7.552,212,130,CN,matched,
5921,大陸,青禾男高,2017-07-21,1151594,5072,394044,464912,tt7619402,青禾男高,青禾男高,2017-07-14,zh,剧情|动作,0.9274,6.0,6,100,CN,matched,
5923,加拿大,慾亂唇迷,2017-07-21,422255,1913,102185,370663,tt5073620,慾亂唇迷,Below Her Mouth,2017-02-10,en,剧情|爱情,9.2977,6.792,1280,91,CA,matched,
5925,美國,敦克爾克大行動,2017-07-20,113575145,453406,28985064,374720,tt5013056,敦克爾克大行動,Dunkirk,2017-07-19,en,战争|动作|剧情,10.8438,7.451,17524,107,GB|US,matched,
5926,美國,女狼嗨到趴(數位2D版),2017-07-20,11709553,53817,2643108,397422,tt4799050,女狼嗨到趴,Rough Night,2017-06-15,en,剧情|喜剧,2.7836,5.685,2095,101,US,matched,
5929,日本,銀魂,2017-07-15,11109014,47637,3339129,432985,tt5805470,銀魂,銀魂,2017-07-14,ja,动作|喜剧|科幻,2.2269,6.8,136,131,JP,matched,
5930,日本,名偵探柯南：唐紅的戀歌,2017-07-14,70363276,304974,16685780,438058,tt5692622,名偵探柯南：唐紅的戀歌,名探偵コナン から紅の恋歌,2017-04-15,ja,动画|犯罪|悬疑|动作,3.5091,6.492,119,112,JP,matched,
5931,法國,盜速飛車,2017-07-14,14263390,64843,3881630,404733,tt1935194,盜速飛車,Overdrive,2017-06-16,en,惊悚|动作|悬疑,2.144,6.1,1008,96,BE|FR|US|GB,matched,
5934,日本,貓咪收集之家,2017-07-14,1190165,5315,317960,436816,tt6227846,貓咪收集之家,ねこあつめの家,2017-04-08,ja,喜剧|剧情|家庭,1.0087,7.5,4,92,JP,matched,
5935,日本,光,2017-07-14,279890,1347,91110,444428,tt6165792,光,光,2017-05-27,ja,爱情|剧情,1.3258,6.454,108,101,FR|JP,matched,
5937,美國,猩球崛起：終極決戰(數位2D版),2017-07-13,161369568,710552,40330571,281338,tt3450958,猩球崛起：終極決戰,War for the Planet of the Apes,2017-07-11,en,剧情|科幻|战争,8.6179,7.217,9692,140,US,matched,
5938,美國,奪命潘朵拉,2017-07-07,5646153,26868,1134213,440597,tt5322012,奪命潘朵拉,Wish Upon,2017-07-07,en,恐怖|惊悚|奇幻,2.1829,5.745,1457,91,US,matched,
5939,日本,魔導少年劇場版 龍之淚,2017-07-07,4072021,17173,813901,433422,tt6548966,劇場版 FAIRY TAIL 魔導少年 龍之淚,劇場版 FAIRY TAIL -DRAGON CRY-,2017-05-06,ja,动作|冒险|喜剧|奇幻|动画,2.3513,6.626,419,85,JP,matched,
5940,香港,明月幾時有(數位2D版),2017-07-07,1287576,5789,212546,452400,tt7075594,明月幾時有,明月幾時有,2017-07-01,cn,剧情|历史,1.5234,6.027,37,130,CN|HK,matched,
5941,香港,原諒他77次,2017-07-07,1128030,4881,360460,449652,tt6608132,原諒他77次,原諒他77次,2017-06-15,cn,爱情,1.3458,6.6,12,92,HK,matched,
5942,以色列,兒子的完美告別,2017-07-07,750530,3530,246335,393521,tt4777584,兒子的完美告別,שבוע ויום,2016-12-14,he,喜剧|剧情,0.7757,5.9,31,98,IL,matched,
5943,香港,29+1,2017-07-07,467995,2179,116500,455392,tt6095004,29+1,29+1,2017-05-11,cn,剧情,0.8433,7.0,17,110,HK,matched,
5944,香港,骨妹,2017-07-07,225765,1027,35710,444973,tt6386132,骨妹,骨妹,2017-01-26,cn,剧情|爱情,0.7539,5.1,12,97,HK|MO|TW,matched,
5945,法國,交換心人生,2017-07-07,194200,944,40320,383807,tt5096536,交換心人生,Réparer les vivants,2016-11-01,fr,剧情,0.9259,6.4,230,104,BE|FR,matched,
5946,法國,環法心節奏,2017-07-07,148455,736,38160,394262,tt5189440,環法心節奏,Tour de France,2016-11-16,fr,剧情|喜剧,0.3237,5.3,39,95,FR,matched,
5947,德國,放生員工請注意,2017-07-07,148010,703,33050,424634,tt5376196,放生員工請注意,Wilde Maus,2017-02-17,de,喜剧|剧情,0.5516,6.5,86,103,DE|AT,matched,
5948,韓國,代立軍,2017-07-07,50190,239,3670,435880,tt6010020,代立軍,대립군,2017-05-31,ko,战争|冒险|动作,1.6036,6.882,34,129,JP|KR,matched,
5949,美國,蜘蛛人：返校日(數位IMAX 2D版),2017-07-05,295264979,1254472,72300853,315635,tt2250912,蜘蛛人：返校日,Spider-Man: Homecoming,2017-07-05,en,动作|冒险|科幻,22.5576,7.331,23109,134,US,matched,
5950,台灣,双重約會,2017-07-05,4465,31,0,434080,tt6136778,Double Date,Double Date,2017-06-30,en,喜剧|恐怖,0.3846,5.449,69,90,GB,matched,
