"revenue","genre","year","runtime","rating","vote_count","popularity","High_Revenue"
10601654,"恐怖",2020,94,6.247,584,2.001,"High_Revenue"
5199801,"恐怖",2020,102,5.8,51,0.981,"High_Revenue"
3317387,"悬疑",2020,110,6.4,5,0.7103,"Non_High_Revenue"
2408015,"动作",2020,128,6.971,34,2.0147,"Non_High_Revenue"
1878938,"恐怖",2020,106,6.709,237,1.9903,"Non_High_Revenue"
1295476,"爱情",2020,94,6.359,964,1.8375,"Non_High_Revenue"
806541,"剧情",2020,140,7.792,343,1.3349,"Non_High_Revenue"
449796,"纪录",2020,78,6.9,8,0.1876,"Non_High_Revenue"
398182,"奇幻",2020,103,6.572,97,0.3638,"Non_High_Revenue"
365679,"犯罪",2020,89,4.434,332,1.2448,"Non_High_Revenue"
81765,"剧情",2020,98,6.532,1376,1.7919,"Non_High_Revenue"
41025,"爱情",2020,119,7.75,28,1.051,"Non_High_Revenue"
1049327,"喜剧",2020,103,8.1,3492,5.7881,"Non_High_Revenue"
494995,"剧情",2020,174,7.9,21,0.5085,"Non_High_Revenue"
17056949,"战争",2020,123,6.9,1157,4.5378,"High_Revenue"
15270380,"动画",2020,124,7.945,4752,9.4445,"High_Revenue"
8125963,"爱情",2020,113,6.979,474,2.4596,"High_Revenue"
4579928,"历史",2020,122,6.5,189,1.4275,"Non_High_Revenue"
4379555,"恐怖",2020,100,3,1,0.2822,"Non_High_Revenue"
2754030,"恐怖",2020,85,5.133,135,0.846,"Non_High_Revenue"
1942909,"动作",2020,104,6.47,506,2.3533,"Non_High_Revenue"
1923498,"动作",2020,98,6.447,2546,2.3193,"Non_High_Revenue"
1580180,"纪录",2020,104,7.9,16,0.8115,"Non_High_Revenue"
903929,"惊悚",2020,109,6.6,117,2.1291,"Non_High_Revenue"
668278,"爱情",2020,110,6.1,261,1.6522,"Non_High_Revenue"
384665,"剧情",2020,102,7.4,5,0.3053,"Non_High_Revenue"
102025,"剧情",2020,109,7.4,167,1.3594,"Non_High_Revenue"
16100,"纪录",2020,96,5.5,32,0.3948,"Non_High_Revenue"
8143918,"剧情",2020,101,6.34,647,2.5877,"High_Revenue"
3561260,"动作",2020,120,5.936,78,1.3107,"Non_High_Revenue"
1702347,"恐怖",2020,98,5.815,192,1.2904,"Non_High_Revenue"
1045553,"惊悚",2020,83,0,0,0.3988,"Non_High_Revenue"
924625,"喜剧",2020,107,6.549,92,0.8213,"Non_High_Revenue"
369409,"音乐",2020,96,5.943,87,1.2038,"Non_High_Revenue"
33660,"剧情",2020,118,6.79,548,1.7951,"Non_High_Revenue"
24742,"喜剧",2020,113,6.929,14,1.6404,"Non_High_Revenue"
5825033,"惊悚",2020,95,6.092,622,1.8799,"High_Revenue"
1508864,"剧情",2020,87,5.2,304,1.6312,"Non_High_Revenue"
1221055,"科幻",2020,98,6.05,2489,3.8372,"Non_High_Revenue"
1062821,"喜剧",2020,111,6.519,337,0.6196,"Non_High_Revenue"
925692,"战争",2020,108,6.338,327,1.4049,"Non_High_Revenue"
504719,"惊悚",2020,119,6.684,473,1.7335,"Non_High_Revenue"
406180,"犯罪",2020,129,7.699,1676,4.148,"Non_High_Revenue"
239969,"悬疑",2020,90,5.969,97,0.8095,"Non_High_Revenue"
48965,"喜剧",2020,101,6,2,0.9583,"Non_High_Revenue"
8583931,"悬疑",2020,102,6.7,92,1.1373,"High_Revenue"
1145218,"剧情",2020,91,6.4,6,0.2276,"Non_High_Revenue"
495320,"恐怖",2020,97,5.867,150,1.0043,"Non_High_Revenue"
301409,"剧情",2020,134,5.5,11,0.8682,"Non_High_Revenue"
231817,"剧情",2020,107,5.8,241,8.2929,"Non_High_Revenue"
2854512,"犯罪",2020,96,5.215,247,1.583,"Non_High_Revenue"
1314707,"剧情",2020,118,7.389,431,1.3474,"Non_High_Revenue"
1227391,"剧情",2020,107,6.377,298,1.2054,"Non_High_Revenue"
582665,"剧情",2020,118,6.872,392,1.0143,"Non_High_Revenue"
503386,"惊悚",2020,87,6.147,34,0.2249,"Non_High_Revenue"
325199,"恐怖",2020,97,5.674,230,1.7923,"Non_High_Revenue"
121731,"剧情",2020,107,6.3,99,0.8991,"Non_High_Revenue"
63218919,"动画",2020,102,7.641,6552,6.6528,"High_Revenue"
3209988,"动作",2020,90,4.833,261,2.395,"Non_High_Revenue"
1799005,"喜剧",2020,93,6.2,20,1.6267,"Non_High_Revenue"
1345849,"恐怖",2020,98,6.1,9,1.0623,"Non_High_Revenue"
1037871,"剧情",2020,90,5.2,156,1.0991,"Non_High_Revenue"
764406,"剧情",2020,110,6.394,712,1.1918,"Non_High_Revenue"
603458,"悬疑",2020,99,5.681,193,1.4658,"Non_High_Revenue"
546353,"喜剧",2020,114,7.781,981,1.4181,"Non_High_Revenue"
286382,"剧情",2020,114,7.5,31,0.9322,"Non_High_Revenue"
121603,"剧情",2020,106,6.737,19,1.1259,"Non_High_Revenue"
26650,"纪录",2020,90,6.9,8,0.1693,"Non_High_Revenue"
13638339,"剧情",2020,163,7.582,1911,4.9716,"High_Revenue"
6677483,"惊悚",2020,103,6.358,323,1.3901,"High_Revenue"
4718477,"恐怖",2020,100,6.3,26,1.8222,"High_Revenue"
2695664,"冒险",2020,103,5.885,39,1.1823,"Non_High_Revenue"
686125,"剧情",2020,100,6.459,159,1.6623,"Non_High_Revenue"
296181,"动作",2020,64,6.5,4,0.3928,"Non_High_Revenue"
198419,"冒险",2020,132,6.743,1074,1.7268,"Non_High_Revenue"
2747095,"惊悚",2020,127,6.495,571,2.1962,"Non_High_Revenue"
2164274,"动画",2020,119,6.9,21,1.8163,"Non_High_Revenue"
810226,"剧情",2020,91,7.3,25,0.9435,"Non_High_Revenue"
677365,"喜剧",2020,117,6.812,314,1.2649,"Non_High_Revenue"
608556,"纪录",2020,90,0,0,0.0891,"Non_High_Revenue"
457347,"犯罪",2020,108,6.729,332,1.8063,"Non_High_Revenue"
362650,"爱情",2020,94,6.66,219,1.1685,"Non_High_Revenue"
112995,"动作",2020,113,5.343,51,2.2926,"Non_High_Revenue"
7564875,"剧情",2020,108,6.745,765,2.0922,"High_Revenue"
5902119,"爱情",2020,125,6.467,15,0.849,"High_Revenue"
4563369,"剧情",2020,111,6.344,733,3.0571,"Non_High_Revenue"
3012643,"惊悚",2020,132,6.597,300,1.2375,"Non_High_Revenue"
2291656,"动作",2020,122,7.513,1273,4.798,"Non_High_Revenue"
1218646,"恐怖",2020,81,6.802,96,1.176,"Non_High_Revenue"
441763,"惊悚",2020,88,5.239,603,1.7883,"Non_High_Revenue"
317172,"爱情",2020,108,7.6,48,1.2715,"Non_High_Revenue"
175634,"纪录",2020,0,0,0,0.0331,"Non_High_Revenue"
164543,"动画",2020,82,7.2,194,0.7665,"Non_High_Revenue"
145567,"纪录",2020,114,7.277,83,0.6385,"Non_High_Revenue"
66340,"犯罪",2020,117,6.1,120,0.5795,"Non_High_Revenue"
199000,"喜剧",2020,159,7.583,6,0.5455,"Non_High_Revenue"
26093972,"动画",2020,65,8.12,266,4.0315,"High_Revenue"
6945065,"恐怖",2020,114,5.444,9,0.9409,"High_Revenue"
3464363,"恐怖",2020,99,6.6,84,1.4711,"Non_High_Revenue"
2671973,"喜剧",2020,115,7.366,1065,1.0288,"Non_High_Revenue"
1446521,"剧情",2020,104,6.8,92,2.4726,"Non_High_Revenue"
1046441,"动作",2020,98,6.115,13,1.9381,"Non_High_Revenue"
602570,"剧情",2020,104,6.449,176,0.8864,"Non_High_Revenue"
483423,"剧情",2020,95,6.587,845,1.612,"Non_High_Revenue"
462089,"喜剧",2020,100,5.5,221,1.0484,"Non_High_Revenue"
267059,"剧情",2020,112,7.4,257,0.4937,"Non_High_Revenue"
262926,"爱情",2020,104,0,0,0.3929,"Non_High_Revenue"
200320,"剧情",2020,81,3.5,2,0.9692,"Non_High_Revenue"
102620,"Unknown",2020,148,0,0,0.2034,"Non_High_Revenue"
790,"Unknown",2020,20,0,0,0.3027,"Non_High_Revenue"
400,"纪录",2020,24,0,0,0.1825,"Non_High_Revenue"
4535829,"科幻",2020,129,6.866,883,5.0404,"Non_High_Revenue"
2736890,"动画",2020,108,7.302,167,2.9504,"Non_High_Revenue"
1571546,"剧情",2020,102,7.173,1476,2.6676,"Non_High_Revenue"
1053937,"剧情",2020,111,6.587,912,1.4686,"Non_High_Revenue"
891646,"动画",2020,81,7.5,178,0.8888,"Non_High_Revenue"
365894,"喜剧",2020,88,6.217,256,2.0746,"Non_High_Revenue"
297324,"Unknown",2020,60,6,4,0.8079,"Non_High_Revenue"
84490,"爱情",2020,143,7.773,77,0.6252,"Non_High_Revenue"
6771730,"动画",2020,105,7.779,292,3.6547,"High_Revenue"
1600285,"喜剧",2020,104,6.3,35,1.2902,"Non_High_Revenue"
761221,"剧情",2020,110,7.305,5728,5.0612,"Non_High_Revenue"
504141,"剧情",2020,113,6.544,194,1.0131,"Non_High_Revenue"
207597,"Unknown",2020,107,0,0,0.1451,"Non_High_Revenue"
149795,"剧情",2020,105,5.4,24,0.7911,"Non_High_Revenue"
5645615,"恐怖",2020,98,6.987,1634,3.3288,"High_Revenue"
231100,"喜剧",2020,158,7,1,0.2636,"Non_High_Revenue"
400,"Unknown",2020,23,0,0,0.1103,"Non_High_Revenue"
7393127,"恐怖",2020,108,5.8,104,1.5419,"High_Revenue"
4706282,"家庭",2020,99,6.9,1376,3.2645,"Non_High_Revenue"
2808207,"家庭",2020,91,7.241,2267,7.1083,"Non_High_Revenue"
891520,"剧情",2020,115,6.684,49,6.0465,"Non_High_Revenue"
495417,"犯罪",2020,90,4,3,0.5028,"Non_High_Revenue"
272954,"剧情",2020,106,5.758,318,1.0187,"Non_High_Revenue"
260040,"剧情",2020,164,7,2,0.2572,"Non_High_Revenue"
223414,"爱情",2020,129,7.001,688,1.7792,"Non_High_Revenue"
167610,"剧情",2020,105,6.806,483,1.1645,"Non_High_Revenue"
113103,"恐怖",2020,88,5.2,4,1.24,"Non_High_Revenue"
4112512,"恐怖",2020,126,5.875,1299,2.7236,"Non_High_Revenue"
3843102,"惊悚",2020,98,5.911,359,2.2202,"Non_High_Revenue"
3418662,"悬疑",2020,108,7.067,278,2.4142,"Non_High_Revenue"
1602375,"战争",2020,120,6.946,470,2.0586,"Non_High_Revenue"
567298,"冒险",2020,113,7.468,326,0.9618,"Non_High_Revenue"
424226,"剧情",2020,105,5.3,3,0.8285,"Non_High_Revenue"
414386,"家庭",2020,127,7,2,0.9108,"Non_High_Revenue"
178881,"动作",2020,97,6.515,99,1.9767,"Non_High_Revenue"
156334,"剧情",2020,95,6.111,9,0.3551,"Non_High_Revenue"
117895,"纪录",2020,92,0,0,0.18,"Non_High_Revenue"
117864,"剧情",2020,86,6.2,38,0.4609,"Non_High_Revenue"
95399,"恐怖",2020,103,6.552,965,3.6629,"Non_High_Revenue"
43302,"纪录",2020,62,2,1,0.6697,"Non_High_Revenue"
490,"家庭",2020,21,10,1,0.3925,"Non_High_Revenue"
1343651,"音乐",2020,116,7.57,1227,2.7989,"Non_High_Revenue"
679641,"喜剧",2020,102,7.011,2835,3.6479,"Non_High_Revenue"
594318,"喜剧",2020,90,6.544,333,0.8215,"Non_High_Revenue"
506816,"犯罪",2020,106,7,33,1.7958,"Non_High_Revenue"
465425,"剧情",2020,117,6.1,58,1.1063,"Non_High_Revenue"
381686,"纪录",2020,101,0,0,0.1784,"Non_High_Revenue"
230475,"纪录",2020,96,7,4,0.3114,"Non_High_Revenue"
207265,"剧情",2020,98,6.65,80,0.5815,"Non_High_Revenue"
9111959,"爱情",2020,99,4.1,10,0.6668,"High_Revenue"
5140641,"动画",2020,115,6.7,36,1.8567,"High_Revenue"
2753146,"剧情",2020,110,7.29,492,2.2532,"Non_High_Revenue"
978058,"动作",2020,119,5.5,13,0.9607,"Non_High_Revenue"
530924,"剧情",2020,114,7.111,153,2.7511,"Non_High_Revenue"
411702,"剧情",2020,116,7.624,604,1.3492,"Non_High_Revenue"
359371,"剧情",2020,109,6.288,92,1.6922,"Non_High_Revenue"
108530,"剧情",2020,100,6.5,66,0.662,"Non_High_Revenue"
77375,"剧情",2020,104,5.1,22,0.3403,"Non_High_Revenue"
62503,"恐怖",2020,93,5.233,332,0.8791,"Non_High_Revenue"
62391061,"动作",2020,109,6.679,5241,5.8075,"High_Revenue"
518686,"剧情",2020,100,6.5,13,0.6641,"Non_High_Revenue"
11927165,"动作",2020,110,7.1,84,2.3114,"High_Revenue"
4570856,"喜剧",2020,114,6.971,34,1.1054,"Non_High_Revenue"
1863398,"奇幻",2020,87,6.022,1559,2.7585,"Non_High_Revenue"
1020357,"喜剧",2020,124,7.015,1944,5.4546,"Non_High_Revenue"
614942,"喜剧",2020,103,6.5,177,1.3036,"Non_High_Revenue"
422922,"纪录",2020,99,8.235,307,1.763,"Non_High_Revenue"
366974,"纪录",2020,91,0,0,0.1204,"Non_High_Revenue"
274066,"纪录",2020,89,7.886,299,1.4225,"Non_High_Revenue"
58119430,"恐怖",2020,87,6.347,95,1.6321,"High_Revenue"
52563222,"惊悚",2020,124,7.092,6237,6.3631,"High_Revenue"
16243937,"冒险",2020,100,7.52,3932,5.1209,"High_Revenue"
7037058,"动画",2020,85,6.6,35,1.6986,"High_Revenue"
5554926,"动画",2020,86,7.282,303,2.6754,"High_Revenue"
4736027,"恐怖",2020,94,5.417,1309,2.3724,"High_Revenue"
1727346,"喜剧",2020,108,4.421,19,0.7306,"Non_High_Revenue"
620666,"剧情",2020,92,6.6,44,0.7718,"Non_High_Revenue"
560162,"剧情",2020,76,6.546,226,0.7004,"Non_High_Revenue"
73527,"动画",2020,92,7.4,39,0.8692,"Non_High_Revenue"
24168050,"动作",2020,99,7.285,10372,12.1125,"High_Revenue"
7112535,"恐怖",2020,98,7.173,202,1.7492,"High_Revenue"
6316756,"剧情",2020,131,7.417,2715,3.3142,"High_Revenue"
1606463,"剧情",2020,95,6.97,7790,5.9066,"Non_High_Revenue"
992171,"纪录",2020,95,6.9,80,1.0091,"Non_High_Revenue"
687448,"犯罪",2020,104,7.57,1602,1.5395,"Non_High_Revenue"
334950,"惊悚",2020,97,5.989,181,0.7336,"Non_High_Revenue"
305383,"Unknown",2020,93,6,1,0.4421,"Non_High_Revenue"
257622,"动画",2020,78,5.2,14,0.3528,"Non_High_Revenue"
191740,"剧情",2020,85,6.3,170,0.7496,"Non_High_Revenue"
32522116,"喜剧",2020,117,6.205,83,2.322,"High_Revenue"
22014477,"冒险",2020,109,5.76,2624,3.5152,"High_Revenue"
2585088,"喜剧",2020,92,6.485,2364,0.2624,"Non_High_Revenue"
1606286,"爱情",2020,123,6.5,12,0.9098,"Non_High_Revenue"
1318146,"剧情",2020,113,6.97,84,1.1414,"Non_High_Revenue"
1001472,"科幻",2020,131,7.2,12,1.1163,"Non_High_Revenue"
769676,"爱情",2020,123,7.1,50,1.5913,"Non_High_Revenue"
188770,"剧情",2020,103,6.635,443,0.9119,"Non_High_Revenue"
177279,"剧情",2020,125,7.36,93,0.678,"Non_High_Revenue"
111950,"剧情",2020,116,6.701,319,0.8167,"Non_High_Revenue"
60423,"爱情",2020,118,6.3,114,0.7712,"Non_High_Revenue"
1482783,"剧情",2020,119,7.1,11,1.2106,"Non_High_Revenue"
258229,"剧情",2020,94,7,730,1.4429,"Non_High_Revenue"
21890,"剧情",2020,93,4.3,11,2.5673,"Non_High_Revenue"
112521772,"动作",2020,108,6.878,10789,7.984,"High_Revenue"
48400,"剧情",2020,137,7.321,825,1.6141,"Non_High_Revenue"
1297773,"剧情",2020,103,6.4,39,1.6996,"Non_High_Revenue"
301525,"喜剧",2020,129,7.5,10,0.7281,"Non_High_Revenue"
74607926,"战争",2020,119,7.987,13495,13.5782,"High_Revenue"
5515392,"动画",2020,92,7.689,1134,3.4937,"High_Revenue"
2658051,"剧情",2020,126,7.535,2517,4.3305,"Non_High_Revenue"
29736,"恐怖",2020,81,6.1,33,0.6815,"Non_High_Revenue"
75963417,"家庭",2020,101,6.576,3861,5.2462,"High_Revenue"
22385742,"喜剧",2020,113,7.664,6566,7.1982,"High_Revenue"
19478118,"爱情",2020,118,6.4,5,0.6713,"High_Revenue"
13618157,"动作",2020,97,6.311,132,2.5662,"High_Revenue"
3640099,"喜剧",2020,82,6,1,0.9552,"Non_High_Revenue"
2100925,"动作",2020,110,0,0,1.0232,"Non_High_Revenue"
998518,"动画",2020,89,6.44,84,1.8324,"Non_High_Revenue"
72939,"喜剧",2020,94,6.597,201,1.5782,"Non_High_Revenue"
41440597,"动画",2020,102,7.556,2962,7.4225,"High_Revenue"
40578800,"恐怖",2020,95,6.277,3439,5.7239,"High_Revenue"
21852523,"剧情",2020,135,7.854,6809,12.0166,"High_Revenue"
10982882,"剧情",2020,137,7.9,2481,3.1791,"High_Revenue"
1178800,"剧情",2020,102,6.9,74,1.9968,"Non_High_Revenue"
466020,"剧情",2020,113,7.204,255,0.9125,"Non_High_Revenue"
80488,"恐怖",2020,85,4.008,62,0.59,"Non_High_Revenue"
136881045,"惊悚",2020,123,7.116,8719,9.8109,"High_Revenue"
305320,"剧情",2020,107,1,1,0.2243,"Non_High_Revenue"
127705,"剧情",2020,117,6.5,82,0.6691,"Non_High_Revenue"
11645324,"剧情",2020,109,6.779,3196,3.489,"High_Revenue"
3015970,"冒险",2020,93,7.3,313,1.949,"Non_High_Revenue"
2954830,"恐怖",2020,106,6.327,127,1.2294,"Non_High_Revenue"
1471547,"奇幻",2020,95,5.933,590,1.5451,"Non_High_Revenue"
1091478,"恐怖",2020,86,5.635,1480,3.2596,"Non_High_Revenue"
1009066,"动画",2020,115,8.224,1769,5.3422,"Non_High_Revenue"
306522,"剧情",2020,107,6.208,440,1.1784,"Non_High_Revenue"
151853,"纪录",2020,93,6.5,10,0.2082,"Non_High_Revenue"
72169,"恐怖",2020,87,3.6,29,0.4477,"Non_High_Revenue"
21105078,"喜剧",2020,108,7.986,10370,7.247,"High_Revenue"
2961966,"恐怖",2020,91,6.3,266,0.9245,"Non_High_Revenue"
2347808,"喜剧",2020,100,7.417,1536,2.9108,"Non_High_Revenue"
862078,"剧情",2020,123,7.2,24,2.5849,"Non_High_Revenue"
472820,"剧情",2020,90,4.818,33,1.0731,"Non_High_Revenue"
305069,"剧情",2020,108,7,1,0.3898,"Non_High_Revenue"
20140,"历史",2020,135,7.4,48,2.4779,"Non_High_Revenue"
11155,"剧情",2020,135,7.5,116,1.8592,"Non_High_Revenue"
9565,"剧情",2020,114,8.608,97,2.1631,"Non_High_Revenue"
6915,"爱情",2020,112,7.1,15,1.3344,"Non_High_Revenue"
28917599,"动作",2019,118,6.383,3141,5.3312,"High_Revenue"
16619551,"恐怖",2019,90,6.208,2302,4.2766,"High_Revenue"
4692105,"剧情",2019,170,8.241,2435,7.2949,"Non_High_Revenue"
2208517,"惊悚",2019,116,7.53,2154,4.3986,"Non_High_Revenue"
1566414,"剧情",2019,125,6.5,4,1.2187,"Non_High_Revenue"
597979,"动画",2019,60,6.18,50,2.0872,"Non_High_Revenue"
478361,"动作",2019,134,6.7,9,1.7144,"Non_High_Revenue"
314292,"剧情",2019,85,6.2,8,0.3717,"Non_High_Revenue"
155915,"喜剧",2019,77,6.464,775,0.7473,"Non_High_Revenue"
134216,"惊悚",2019,110,6.979,164,0.7795,"Non_High_Revenue"
114914,"剧情",2019,100,5.9,17,0.1483,"Non_High_Revenue"
115758503,"动作",2019,130,6.837,626,4.6554,"High_Revenue"
11806161,"奇幻",2019,110,4.098,1043,2.8828,"High_Revenue"
3831053,"剧情",2019,121,8.1,2912,8.3761,"Non_High_Revenue"
624018,"恐怖",2019,83,4.9,30,0.5172,"Non_High_Revenue"
193464,"剧情",2019,122,6.4,72,0.5065,"Non_High_Revenue"
66628,"动画",2019,17,6,1,0.1582,"Non_High_Revenue"
45355,"纪录",2019,120,7.422,428,0.7763,"Non_High_Revenue"
185425478,"动作",2019,105,7.263,2114,2.688,"High_Revenue"
27720,"科幻",2019,10,0,0,0.0214,"Non_High_Revenue"
82499304,"冒险",2019,142,6.271,10801,11.5904,"High_Revenue"
9860,"悬疑",2019,97,8.5,3,0.0545,"Non_High_Revenue"
319472,"剧情",2019,102,4.5,2,0.8813,"Non_High_Revenue"
27588,"音乐",2019,0,0,0,0.5327,"Non_High_Revenue"
11751965,"纪录",2019,119,9,1,0.0168,"High_Revenue"
8124535,"犯罪",2019,109,6.694,1264,4.1091,"High_Revenue"
4151102,"恐怖",2019,92,4.556,603,1.5511,"Non_High_Revenue"
2478165,"冒险",2019,100,6.804,1196,2.3783,"Non_High_Revenue"
1855133,"剧情",2019,84,2,5,0.332,"Non_High_Revenue"
1142543,"科幻",2019,99,6.264,2160,3.3049,"Non_High_Revenue"
1099645,"动作",2019,144,7.392,6335,12.6421,"Non_High_Revenue"
1057078,"犯罪",2019,113,6.661,372,1.4261,"Non_High_Revenue"
812690,"剧情",2019,108,6.721,70,2.0558,"Non_High_Revenue"
752847,"Unknown",2019,133,0,0,0.1625,"Non_High_Revenue"
489315,"动作",2019,110,5.097,36,1.4366,"Non_High_Revenue"
210650,"剧情",2019,97,6.7,31,0.5654,"Non_High_Revenue"
202860,"喜剧",2019,113,7.483,526,0.7864,"Non_High_Revenue"
162623,"喜剧",2019,75,6.4,5,1.0599,"Non_High_Revenue"
106716,"科幻",2019,107,5.799,259,1.0842,"Non_High_Revenue"
28210,"剧情",2019,119,6.609,129,0.5985,"Non_High_Revenue"
304020,"剧情",2019,132,10,1,0.2371,"Non_High_Revenue"
2704628,"剧情",2019,118,6.7,1260,3.3795,"Non_High_Revenue"
22375720,"喜剧",2019,103,7.193,2630,3.0092,"High_Revenue"
2164123,"剧情",2019,120,6,25,1.4446,"Non_High_Revenue"
1674930,"动画",2019,84,6.7,84,0.9849,"Non_High_Revenue"
1602680,"喜剧",2019,110,6.5,11,0.5234,"Non_High_Revenue"
1226371,"剧情",2019,92,5.1,7,0.5415,"Non_High_Revenue"
562379,"音乐",2019,95,0,0,0.1946,"Non_High_Revenue"
560613,"冒险",2019,97,7.394,1595,2.856,"Non_High_Revenue"
161260,"剧情",2019,108,7.653,275,0.5679,"Non_High_Revenue"
129503,"恐怖",2019,57,6.8,21,0.6626,"Non_High_Revenue"
87492,"喜剧",2019,92,4.534,74,0.1592,"Non_High_Revenue"
190903336,"冒险",2019,123,6.874,9328,9.4583,"High_Revenue"
7181618,"犯罪",2019,99,6.771,2144,3.4895,"High_Revenue"
4800664,"剧情",2019,145,6.696,1585,2.0793,"High_Revenue"
3955595,"剧情",2019,120,7.2,12,1.1929,"Non_High_Revenue"
215655,"剧情",2019,101,5.677,516,2.2143,"Non_High_Revenue"
141400,"动画",2019,82,7.004,130,0.6156,"Non_High_Revenue"
38494724,"喜剧",2019,130,7.8,13964,11.9571,"High_Revenue"
77746258,"剧情",2019,152,8.007,8937,9.906,"High_Revenue"
32883942,"剧情",2019,119,7.422,116,2.1621,"High_Revenue"
2315701,"动画",2019,73,3,8,0.9293,"Non_High_Revenue"
2037635,"恐怖",2019,99,6.409,1028,2.5938,"Non_High_Revenue"
260712,"爱情",2019,119,6.7,16,1.1041,"Non_High_Revenue"
239020,"剧情",2019,127,6.9,376,11.3895,"Non_High_Revenue"
155138,"纪录",2019,80,6.828,58,0.8181,"Non_High_Revenue"
54520,"惊悚",2019,83,4.19,93,0.5964,"Non_High_Revenue"
33670,"纪录",2019,97,6.2,42,1.2937,"Non_High_Revenue"
343922018,"家庭",2019,103,7.231,10260,11.9685,"High_Revenue"
11447266,"动画",2019,90,8.031,612,4.2976,"High_Revenue"
11115129,"爱情",2019,146,7.682,170,0.9184,"High_Revenue"
10934434,"动画",2019,97,7.307,402,1.9837,"High_Revenue"
8602070,"喜剧",2019,84,6.755,1284,2.0964,"High_Revenue"
2795664,"动作",2019,93,6.3,18,1.4295,"Non_High_Revenue"
2347236,"剧情",2019,90,8,3,0.4681,"Non_High_Revenue"
983247,"恐怖",2019,101,5.75,164,1.1039,"Non_High_Revenue"
584082,"剧情",2019,101,7.333,824,1.5981,"Non_High_Revenue"
265599,"恐怖",2019,78,0,0,0.0878,"Non_High_Revenue"
128705,"剧情",2019,110,6,110,0.4182,"Non_High_Revenue"
41560,"喜剧",2019,107,5.2,104,0.3524,"Non_High_Revenue"
19135,"电视电影",2019,0,0,0,0.3548,"Non_High_Revenue"
28300,"音乐",2019,122,8.4,84,0.6231,"Non_High_Revenue"
1270237,"剧情",2019,116,5.7,2,0.4243,"Non_High_Revenue"
72909251,"动作",2019,138,7.095,2701,5.7506,"High_Revenue"
29674559,"恐怖",2019,152,7.142,4858,4.8539,"High_Revenue"
4562432,"家庭",2019,96,6.584,754,3.409,"Non_High_Revenue"
4048339,"剧情",2019,114,7,1,0.8115,"Non_High_Revenue"
828022,"恐怖",2019,88,6.023,1133,2.0794,"Non_High_Revenue"
603840,"剧情",2019,185,7.719,221,1.4428,"Non_High_Revenue"
172907,"剧情",2019,151,7.647,1423,2.11,"Non_High_Revenue"
164861,"恐怖",2019,95,5,159,0.8676,"Non_High_Revenue"
161222,"纪录",2019,122,0,0,0.3785,"Non_High_Revenue"
88150219,"科幻",2019,128,6.417,5639,8.4949,"High_Revenue"
26173942,"剧情",2019,156,7.737,260,1.8215,"High_Revenue"
20204125,"喜剧",2019,99,7.066,5025,6.1615,"High_Revenue"
11277831,"剧情",2019,90,8.1,455,3.0521,"High_Revenue"
9504327,"剧情",2019,95,3.7,3,1.0289,"High_Revenue"
6062535,"恐怖",2019,90,5.709,1516,2.2049,"High_Revenue"
1707521,"恐怖",2019,115,5.429,7,0.2508,"Non_High_Revenue"
1527769,"犯罪",2019,104,6.6,39,1.4784,"Non_High_Revenue"
743484,"剧情",2019,105,5.92,44,0.6963,"Non_High_Revenue"
31331,"动作",2019,93,5.181,455,1.8901,"Non_High_Revenue"
25960,"剧情",2019,120,7.838,2289,4.6174,"Non_High_Revenue"
36540,"爱情",2019,129,6.1,15,1.0956,"Non_High_Revenue"
26080,"剧情",2019,12,0,0,0.0168,"Non_High_Revenue"
12983981,"爱情",2019,102,5,2,1.0089,"High_Revenue"
4640014,"动作",2019,89,5.5,2,0.8634,"Non_High_Revenue"
3618973,"剧情",2019,149,7.139,935,3.2318,"Non_High_Revenue"
1724157,"喜剧",2019,127,7.071,14,1.0737,"Non_High_Revenue"
875762,"战争",2019,98,6.793,319,1.5719,"Non_High_Revenue"
277913,"家庭",2019,99,6,2,1.0917,"Non_High_Revenue"
211285,"奇幻",2019,87,4.8,8,0.7266,"Non_High_Revenue"
189700,"剧情",2019,117,6.5,29,1.7711,"Non_High_Revenue"
179575,"纪录",2019,103,7.223,182,1.2703,"Non_High_Revenue"
175238,"剧情",2019,80,6.7,7,0.3686,"Non_High_Revenue"
132796401,"科幻",2019,117,6.264,5441,4.3389,"High_Revenue"
1663389,"动画",2019,101,7.098,51,2.5062,"Non_High_Revenue"
413262,"剧情",2019,113,7.4,20,1.2772,"Non_High_Revenue"
23240,"电视电影",2019,89,0,0,0.4029,"Non_High_Revenue"
50800,"剧情",2019,80,0,0,0.6342,"Non_High_Revenue"
24470,"动作",2019,205,8,30,0.2307,"Non_High_Revenue"
8112554,"剧情",2019,107,6,3,0.9393,"High_Revenue"
6302306,"剧情",2019,109,6,1,0.3613,"High_Revenue"
1139322,"悬疑",2019,119,8.1,7,1.3392,"Non_High_Revenue"
1094685,"恐怖",2019,84,5.007,230,1.7739,"Non_High_Revenue"
741987,"剧情",2019,111,8,26,1.8007,"Non_High_Revenue"
495772,"剧情",2019,91,6.4,69,0.6228,"Non_High_Revenue"
128314,"犯罪",2019,119,6.388,282,0.8222,"Non_High_Revenue"
72230,"纪录",2019,105,6.3,15,0.0541,"Non_High_Revenue"
137801611,"家庭",2019,119,7.293,6466,7.4595,"High_Revenue"
