"revenue","genre","year","runtime","rating","vote_count","popularity","High_Revenue"
3329124,"惊悚",2023,101,6.8,85,1.7619,"Non_High_Revenue"
1929191,"悬疑",2023,118,7.722,18,1.228,"Non_High_Revenue"
1760283,"爱情",2023,120,7,1,0.5095,"Non_High_Revenue"
1030698,"恐怖",2023,107,5.2,5,1.1463,"Non_High_Revenue"
770320,"惊悚",2023,90,5.922,328,1.6367,"Non_High_Revenue"
491000,"剧情",2023,101,6.5,2,0.3276,"Non_High_Revenue"
247388,"剧情",2023,105,7.5,2,0.9998,"Non_High_Revenue"
222983,"剧情",2023,108,6.7,40,0.3975,"Non_High_Revenue"
197492,"剧情",2023,88,4.75,16,0.3911,"Non_High_Revenue"
164691,"动作",2023,114,7.135,260,2.3844,"Non_High_Revenue"
104792,"剧情",2023,99,5.378,41,0.4175,"Non_High_Revenue"
16857980,"剧情",2023,104,6.3,56,1.4614,"High_Revenue"
13382251,"爱情",2023,0,0,0,0.4724,"High_Revenue"
2188721,"动作",2023,99,6.646,113,2.1514,"Non_High_Revenue"
803515,"纪录",2023,89,0,0,0.1522,"Non_High_Revenue"
215092,"剧情",2023,96,7.2,9,0.1577,"Non_High_Revenue"
126913,"纪录",2023,81,6.2,5,0.2209,"Non_High_Revenue"
102090,"历史",2023,127,7.812,223,2.9424,"Non_High_Revenue"
55019426,"恐怖",2023,110,6.644,2451,7.6923,"High_Revenue"
5895209,"动作",2023,132,6.6,53,1.5265,"High_Revenue"
748402,"奇幻",2023,112,6.1,14,1.6615,"Non_High_Revenue"
224694,"恐怖",2023,118,7.165,2351,5.7791,"Non_High_Revenue"
173425,"剧情",2023,124,5.8,6,1.2137,"Non_High_Revenue"
137482,"剧情",2023,0,6.8,4,0.7936,"Non_High_Revenue"
78062,"音乐",2023,107,6,37,0.5023,"Non_High_Revenue"
8690,"恐怖",2023,93,5.1,6,0.6707,"Non_High_Revenue"
65545591,"动作",2023,109,7.287,3692,11.3492,"High_Revenue"
164025,"纪录",2023,102,0,0,0.1957,"Non_High_Revenue"
80867742,"恐怖",2023,109,5,22,1.1197,"High_Revenue"
10233773,"惊悚",2023,91,6.539,1355,6.661,"High_Revenue"
5880995,"纪录",2023,124,8,1,0.4172,"High_Revenue"
576932,"喜剧",2023,118,5.789,19,1.32,"Non_High_Revenue"
517213,"犯罪",2023,100,5.9,17,1.4273,"Non_High_Revenue"
356760,"犯罪",2023,98,6.225,102,0.598,"Non_High_Revenue"
310709,"纪录",2023,84,5.9,24,0.2897,"Non_High_Revenue"
286660,"剧情",2023,143,6.8,197,0.7605,"Non_High_Revenue"
113996,"惊悚",2023,90,5.4,5,0.0901,"Non_High_Revenue"
38610,"惊悚",2023,151,7.524,3263,6.5052,"Non_High_Revenue"
35000,"纪录",2023,0,0,0,0.1039,"Non_High_Revenue"
1442697,"动画",2023,93,6.671,184,2.5229,"Non_High_Revenue"
246838,"动作",2023,93,6.017,89,1.5248,"Non_High_Revenue"
39064451,"喜剧",2023,103,6.6,13,0.6019,"High_Revenue"
9819440,"动画",2023,74,7.679,56,2.7624,"High_Revenue"
7103028,"剧情",2023,129,6.51,207,2.3338,"High_Revenue"
3734103,"喜剧",2023,93,7.17,1000,3.6597,"Non_High_Revenue"
2676029,"冒险",2023,76,5.5,4,1.0141,"Non_High_Revenue"
1520189,"喜剧",2023,94,6.5,477,3.4905,"Non_High_Revenue"
848428,"历史",2023,134,7.9,9,1.0128,"Non_High_Revenue"
368106,"爱情",2023,99,6,8,0.6179,"Non_High_Revenue"
224071,"冒险",2023,83,6.531,32,0.5568,"Non_High_Revenue"
216424,"剧情",2023,104,7.7,6,0.7387,"Non_High_Revenue"
32393156,"动作",2023,128,6.633,3084,6.3316,"High_Revenue"
253595,"剧情",2023,255,6.6,7,0.6813,"Non_High_Revenue"
187475,"剧情",2023,255,6.6,7,0.6813,"Non_High_Revenue"
7201659,"恐怖",2023,95,7.134,3709,7.2785,"High_Revenue"
2197414,"动画",2023,80,6.537,54,1.0109,"Non_High_Revenue"
1824350,"恐怖",2023,109,6.267,15,1.1496,"Non_High_Revenue"
215875,"惊悚",2023,126,5.703,116,0.7725,"Non_High_Revenue"
132740,"爱情",2023,95,0,0,0.725,"Non_High_Revenue"
51774,"科幻",2023,82,5.655,58,0.9518,"Non_High_Revenue"
19631552,"惊悚",2023,130,6.899,297,4.3927,"High_Revenue"
11835385,"喜剧",2023,123,6.435,1225,4.337,"High_Revenue"
3264579,"剧情",2023,99,3.2,2,0.6602,"Non_High_Revenue"
99248,"喜剧",2023,110,7.1,84,0.3632,"Non_High_Revenue"
52922781,"动画",2023,94,6.966,44,1.8679,"High_Revenue"
8738459,"动画",2023,100,7.218,1579,6.1875,"High_Revenue"
2297453,"剧情",2023,108,6.609,156,0.953,"Non_High_Revenue"
699601,"动画",2023,82,0,0,0.4191,"Non_High_Revenue"
654363,"剧情",2023,99,6.2,25,1.0168,"Non_High_Revenue"
444948,"剧情",2023,128,6.1,10,1.0338,"Non_High_Revenue"
351720,"纪录",2023,17,0,0,0.1074,"Non_High_Revenue"
164302,"剧情",2023,122,7.6,7,0.8483,"Non_High_Revenue"
81517,"剧情",2023,96,6.716,222,0.859,"Non_High_Revenue"
58460925,"冒险",2023,135,7.705,3369,10.3663,"High_Revenue"
120816915,"动作",2023,116,6.379,3942,9.9348,"High_Revenue"
86847,"剧情",2023,61,6.542,24,0.6142,"Non_High_Revenue"
70644893,"喜剧",2023,121,5.096,26,1.1025,"High_Revenue"
9690917,"喜剧",2023,103,6.7,3791,7.4576,"High_Revenue"
8471412,"剧情",2023,106,7.709,2296,11.0861,"High_Revenue"
7949663,"动作",2023,125,6.1,64,1.8362,"High_Revenue"
2261209,"犯罪",2023,129,6.577,78,3.3615,"Non_High_Revenue"
1608220,"剧情",2023,128,7.4,7,1.1454,"Non_High_Revenue"
233822,"剧情",2023,111,8.5,1,0.1342,"Non_High_Revenue"
168001,"剧情",2023,130,6.4,7,1.0521,"Non_High_Revenue"
224900733,"剧情",2023,181,8.031,11711,26.3868,"High_Revenue"
42303987,"动画",2023,107,7.067,45,3.2795,"High_Revenue"
1694840,"恐怖",2023,125,5.318,234,1.1003,"Non_High_Revenue"
589319,"剧情",2023,99,7.045,56,1.2658,"Non_High_Revenue"
292278,"剧情",2023,0,6.071,7,0.7699,"Non_High_Revenue"
152161,"剧情",2023,104,6.7,241,0.9183,"Non_High_Revenue"
128132,"剧情",2023,117,7.111,54,0.7589,"Non_High_Revenue"
184186513,"喜剧",2023,114,6.925,11056,24.5298,"High_Revenue"
335456,"剧情",2023,166,7.687,67,1.557,"Non_High_Revenue"
104654,"剧情",2023,91,6.833,15,0.2904,"Non_High_Revenue"
533088,"剧情",2023,147,7.626,827,1.6951,"Non_High_Revenue"
3874984,"动画",2023,118,8,24,2.3856,"Non_High_Revenue"
1786263,"恐怖",2023,94,4.985,194,1.2095,"Non_High_Revenue"
1511090,"剧情",2023,120,6.917,12,0.8451,"Non_High_Revenue"
175752,"剧情",2023,99,8,7,0.6949,"Non_High_Revenue"
58069,"剧情",2023,93,4.7,15,0.4242,"Non_High_Revenue"
25069520,"恐怖",2023,107,6.513,1951,5.9561,"High_Revenue"
18688919,"悬疑",2023,125,7.917,875,10.1238,"High_Revenue"
697587,"剧情",2023,117,6.132,38,1.0056,"Non_High_Revenue"
227695,"喜剧",2023,97,7.186,406,1.24,"Non_High_Revenue"
162178,"喜剧",2023,119,5.8,6,1.1215,"Non_High_Revenue"
123098,"剧情",2023,97,6.3,24,0.7752,"Non_High_Revenue"
23604,"悬疑",2023,125,7.917,875,10.1238,"Non_High_Revenue"
183723188,"动画",2023,110,7,140,5.668,"High_Revenue"
100393920,"动画",2023,102,7.576,5271,15.1579,"High_Revenue"
5205615,"动画",2023,91,7.166,1102,5.5628,"High_Revenue"
2744233,"恐怖",2023,80,0,0,0.1635,"Non_High_Revenue"
440076,"动画",2023,121,5,11,1.2568,"Non_High_Revenue"
416781,"爱情",2023,0,6,1,0.6889,"Non_High_Revenue"
412155,"纪录",2023,0,0,0,0.1423,"Non_High_Revenue"
48402769,"冒险",2023,155,6.511,4124,7.8259,"High_Revenue"
3126265,"动作",2023,92,7.268,1101,4.7993,"Non_High_Revenue"
964442,"剧情",2023,97,7,20,0.4535,"Non_High_Revenue"
805950,"悬疑",2023,108,6.4,33,1.6647,"Non_High_Revenue"
2254493,"爱情",2023,132,7.8,8,1.1429,"Non_High_Revenue"
4718287,"喜剧",2023,105,6.452,2471,5.4199,"Non_High_Revenue"
107687570,"动画",2023,140,8.335,8549,25.6212,"High_Revenue"
7668235,"动作",2023,117,7.168,193,2.9193,"High_Revenue"
2367842,"喜剧",2023,114,5.5,14,1.2584,"Non_High_Revenue"
608772,"动画",2023,0,3.071,7,1.0424,"Non_High_Revenue"
504417,"历史",2023,107,6.672,128,0.6045,"Non_High_Revenue"
155288,"剧情",2023,122,6.5,4,1.0609,"Non_High_Revenue"
36238319,"恐怖",2023,94,5.3,7,0.6723,"High_Revenue"
274375,"纪录",2023,81,7.3,12,0.5354,"Non_High_Revenue"
184200,"纪录",2023,85,8.2,11,0.7222,"Non_High_Revenue"
1789668,"剧情",2023,90,8,1,0.4293,"Non_High_Revenue"
1018738,"喜剧",2023,90,6.057,413,2.0944,"Non_High_Revenue"
355169,"剧情",2023,122,7.307,174,0.9641,"Non_High_Revenue"
220551,"喜剧",2023,98,4.635,104,1.5257,"Non_High_Revenue"
115551,"剧情",2023,84,4.7,7,1.7162,"Non_High_Revenue"
135385600,"动作",2023,144,6.615,4968,10.5936,"High_Revenue"
1969703,"动作",2023,75,4.8,10,1.3621,"Non_High_Revenue"
343195,"纪录",2023,25,0,0,0.1023,"Non_High_Revenue"
315806,"纪录",2023,83,7,3,0.0549,"Non_High_Revenue"
219153,"剧情",2023,123,6.15,204,0.6506,"Non_High_Revenue"
79108,"剧情",2023,83,6.7,6,0.5145,"Non_High_Revenue"
77430,"剧情",2023,110,6.6,35,0.3407,"Non_High_Revenue"
150572665,"科幻",2023,127,7.171,5248,11.2267,"High_Revenue"
172978,"剧情",2023,107,6.849,129,0.9278,"Non_High_Revenue"
23535997,"动作",2023,105,7.2,540,5.9972,"High_Revenue"
18366642,"动画",2023,120,7.759,85,1.6284,"High_Revenue"
8808222,"恐怖",2023,99,6.392,1080,4.3577,"High_Revenue"
3201144,"悬疑",2023,93,6.206,1465,5.0296,"Non_High_Revenue"
543802,"恐怖",2023,100,4.5,41,1.0164,"Non_High_Revenue"
370832,"悬疑",2023,99,6.7,6,1.0203,"Non_High_Revenue"
354810,"纪录",2023,95,5.6,4,0.1462,"Non_High_Revenue"
342246,"惊悚",2023,123,6.4,156,0.5944,"Non_High_Revenue"
305589,"惊悚",2023,85,4.854,41,0.399,"Non_High_Revenue"
237766,"科幻",2023,95,6.038,431,2.1105,"Non_High_Revenue"
91035,"纪录",2023,63,6,15,0.1959,"Non_High_Revenue"
59486,"历史",2023,138,6.516,96,1.9966,"Non_High_Revenue"
6057416,"动作",2023,121,6.975,303,3.1804,"High_Revenue"
9363119,"动作",2023,119,6.766,1230,5.4575,"High_Revenue"
2271013,"恐怖",2023,103,6.01,244,1.1307,"Non_High_Revenue"
973022,"恐怖",2023,117,1.5,2,0.1594,"Non_High_Revenue"
513492,"历史",2023,120,6.5,153,0.5746,"Non_High_Revenue"
78315,"剧情",2023,90,6.8,37,0.5743,"Non_High_Revenue"
49400294,"冒险",2023,135,6.275,3301,11.0535,"High_Revenue"
6585723,"纪录",2023,106,8,1,0.3596,"High_Revenue"
1081911,"爱情",2023,120,6.4,10,1.023,"Non_High_Revenue"
2693257,"纪录",2023,83,0,0,0.0925,"Non_High_Revenue"
2273805,"恐怖",2023,93,4.7,23,0.2738,"Non_High_Revenue"
897190,"剧情",2023,130,8.102,3253,7.4659,"Non_High_Revenue"
804070,"剧情",2023,89,6,112,2.6949,"Non_High_Revenue"
667730,"剧情",2023,110,6.599,81,0.4639,"Non_High_Revenue"
399180,"纪录",2023,20,0,0,0.1148,"Non_High_Revenue"
207963,"战争",2023,104,4,13,0.333,"Non_High_Revenue"
47782,"剧情",2023,101,6.695,2386,3.3803,"Non_High_Revenue"
355180649,"动作",2023,142,6.999,6292,21.0079,"High_Revenue"
15051397,"恐怖",2023,124,6.758,124,1.9951,"High_Revenue"
10392161,"惊悚",2023,101,5.9,694,2.6036,"High_Revenue"
1265709,"动画",2023,116,6.625,8,2.2858,"Non_High_Revenue"
1029700,"剧情",2023,127,7.1,16,1.8261,"Non_High_Revenue"
918886,"恐怖",2023,111,6.465,463,2.2056,"Non_High_Revenue"
839385,"动作",2023,126,7.205,409,5.8826,"Non_High_Revenue"
453930,"剧情",2023,138,7.243,134,1.6119,"Non_High_Revenue"
252068,"剧情",2023,131,6.881,130,0.4644,"Non_High_Revenue"
102831,"惊悚",2023,116,6.5,14,0.4835,"Non_High_Revenue"
2287966,"剧情",2023,115,7.24,48,2.4568,"Non_High_Revenue"
848374,"科幻",2023,95,5.853,234,2.4584,"Non_High_Revenue"
466353,"历史",2023,135,6.776,165,0.9378,"Non_High_Revenue"
451060,"剧情",2023,113,6,2,0.8296,"Non_High_Revenue"
442112,"悬疑",2023,93,5.581,173,3.4113,"Non_High_Revenue"
194642,"音乐",2023,96,5.8,58,0.3435,"Non_High_Revenue"
97454,"剧情",2023,170,7.573,158,1.0247,"Non_High_Revenue"
72668,"恐怖",2023,101,7.618,7139,7.9938,"Non_High_Revenue"
145357025,"科幻",2023,150,7.927,8262,16.304,"High_Revenue"
156730,"冒险",2023,15,6.4,76,0.6586,"Non_High_Revenue"
11746811,"恐怖",2023,103,6.915,3137,5.72,"High_Revenue"
2367420,"惊悚",2023,119,6.859,1308,3.7306,"Non_High_Revenue"
1540638,"剧情",2023,122,7.2,14,1.4655,"Non_High_Revenue"
359215,"纪录",2023,18,0,0,0.1578,"Non_High_Revenue"
256711,"剧情",2023,113,6.438,16,0.6394,"Non_High_Revenue"
166248,"科幻",2023,89,5.379,58,0.553,"Non_High_Revenue"
93734,"剧情",2023,104,7.344,16,1.0009,"Non_High_Revenue"
70347,"动画",2023,109,6.375,8,1.9012,"Non_High_Revenue"
32416747,"动作",2023,98,5.8,6,0.94,"High_Revenue"
14383717,"动画",2023,111,7.949,2268,6.2776,"High_Revenue"
1920757,"动画",2023,121,6.869,153,2.2039,"Non_High_Revenue"
185960,"音乐",2023,160,7.2,4,0.1441,"Non_High_Revenue"
15740576,"战争",2023,123,7.721,3153,10.5648,"High_Revenue"
2824196,"爱情",2023,97,9,1,0.6514,"Non_High_Revenue"
1695400,"喜剧",2023,179,6.7,1307,3.4579,"Non_High_Revenue"
1645554,"动作",2023,115,5,3,1.0465,"Non_High_Revenue"
1444853,"剧情",2023,128,7.6,15,1.306,"Non_High_Revenue"
1263047,"剧情",2023,120,7.1,17,1.1335,"Non_High_Revenue"
958177,"家庭",2023,95,10,1,0.2459,"Non_High_Revenue"
422880,"剧情",2023,78,10,1,0.0559,"Non_High_Revenue"
183432,"恐怖",2023,90,4.81,137,0.8886,"Non_High_Revenue"
87880,"音乐",2023,119,0,0,0.1777,"Non_High_Revenue"
78577,"剧情",2023,116,6.543,23,0.8213,"Non_High_Revenue"
78358,"恐怖",2023,92,4.7,140,0.6327,"Non_High_Revenue"
73260,"剧情",2023,108,6.7,10,0.286,"Non_High_Revenue"
68867,"恐怖",2023,95,5.713,47,0.3949,"Non_High_Revenue"
17050768,"恐怖",2023,96,6.918,3642,15.7885,"High_Revenue"
363875,"音乐",2023,140,8,2,0.0936,"Non_High_Revenue"
171322,"剧情",2023,107,6,2,0.4297,"Non_High_Revenue"
139400,"音乐",2023,140,7.7,3,0.4054,"Non_High_Revenue"
7452689,"喜剧",2023,93,6.4,2115,3.9361,"High_Revenue"
1244191,"动作",2023,95,6.2,11,1.2949,"Non_High_Revenue"
973966,"惊悚",2023,146,7.8,7003,8.5954,"Non_High_Revenue"
882812,"剧情",2023,109,6.562,291,1.0041,"Non_High_Revenue"
653753,"剧情",2023,110,5,2,0.3595,"Non_High_Revenue"
529322,"剧情",2023,103,5.7,10,1.0094,"Non_High_Revenue"
407801,"恐怖",2023,107,6.3,7,0.9655,"Non_High_Revenue"
281075,"剧情",2023,144,6.149,77,0.8316,"Non_High_Revenue"
240274,"恐怖",2023,102,5.3,9,0.3905,"Non_High_Revenue"
97009,"剧情",2023,126,6.4,168,0.6181,"Non_High_Revenue"
17328145,"剧情",2023,118,7.6,28,0.8868,"High_Revenue"
1065042,"喜剧",2023,98,6,10,1.378,"Non_High_Revenue"
1016017,"剧情",2023,104,7,14,1.042,"Non_High_Revenue"
409399,"喜剧",2023,117,7.396,456,0.8703,"Non_High_Revenue"
181350,"恐怖",2023,96,6.918,3642,15.7885,"Non_High_Revenue"
140000,"剧情",2023,82,4,7,0.5454,"Non_High_Revenue"
197000,"奇幻",2023,89,4.4,10,0.7371,"Non_High_Revenue"
139030,"音乐",2023,90,2,2,0.1345,"Non_High_Revenue"
295460684,"家庭",2023,93,7.594,10637,45.6474,"High_Revenue"
10924378,"剧情",2023,112,7.281,2314,4.5718,"High_Revenue"
15800,"剧情",2023,116,6.543,23,0.8213,"Non_High_Revenue"
2777687,"剧情",2023,103,8.042,24,2.0848,"Non_High_Revenue"
18370,"纪录",2023,53,0,0,0.213,"Non_High_Revenue"
7630,"战争",2023,109,5.994,256,0.7644,"Non_High_Revenue"
39566545,"喜剧",2023,95,8,3,0.7467,"High_Revenue"
24273333,"动画",2023,116,7.123,106,3.3736,"High_Revenue"
8921710,"动作",2023,93,5.948,2824,7.9484,"High_Revenue"
3052133,"剧情",2023,124,7.92,94,4.1033,"Non_High_Revenue"
747802,"动画",2023,98,6.017,58,1.5389,"Non_High_Revenue"
658958,"剧情",2023,95,7.509,559,1.3096,"Non_High_Revenue"
493647,"剧情",2023,111,7.1,7,0.7967,"Non_High_Revenue"
315513,"剧情",2023,118,6.753,229,0.5518,"Non_High_Revenue"
28630,"纪录",2023,59,0,0,0.1932,"Non_High_Revenue"
95188533,"冒险",2023,134,7.339,4582,13.7991,"High_Revenue"
137147,"喜剧",2023,110,3.9,45,1.0424,"Non_High_Revenue"
933195,"纪录",2023,86,7.9,6,0.2283,"Non_High_Revenue"
330024,"犯罪",2023,114,6.941,766,2.0574,"Non_High_Revenue"
217778,"动画",2023,86,6.822,107,0.559,"Non_High_Revenue"
175261,"喜剧",2023,135,6.766,456,1.3972,"Non_High_Revenue"
91539,"剧情",2023,95,4.9,13,0.6266,"Non_High_Revenue"
227143631,"动作",2023,170,7.7,7875,20.3553,"High_Revenue"
2571002,"惊悚",2023,95,5.994,2429,4.4681,"Non_High_Revenue"
975190,"犯罪",2023,116,5.984,32,1.6215,"Non_High_Revenue"
387720,"剧情",2023,119,7,239,1.2197,"Non_High_Revenue"
191342,"剧情",2023,93,7.5,11,0.5934,"Non_High_Revenue"
184785,"惊悚",2023,118,7.278,506,1.4392,"Non_High_Revenue"
152548,"爱情",2023,101,5.858,116,0.4791,"Non_High_Revenue"
28852,"动画",2023,68,3.5,2,0.4651,"Non_High_Revenue"
31023318,"喜剧",2023,130,6.422,3625,7.0804,"High_Revenue"
582900,"纪录",2023,191,0,0,0.2703,"Non_High_Revenue"
442300,"家庭",2023,0,0,0,0.5162,"Non_High_Revenue"
1892752,"纪录",2023,90,0,0,0.1751,"Non_High_Revenue"
359700,"惊悚",2023,122,6.642,180,1.1119,"Non_High_Revenue"
7949340,"犯罪",2023,77,6.2,10,0.9008,"High_Revenue"
6000513,"恐怖",2023,123,6.95,3158,9.0072,"High_Revenue"
2532206,"悬疑",2023,87,6.1,26,0.8594,"Non_High_Revenue"
992165,"爱情",2023,114,6.7,23,1.2626,"Non_High_Revenue"
515189,"悬疑",2023,97,5.9,423,2.8789,"Non_High_Revenue"
458246,"爱情",2023,166,7.111,18,1.1447,"Non_High_Revenue"
309112,"动作",2023,92,5.322,191,1.4481,"Non_High_Revenue"
129075,"历史",2023,112,6.9,157,1.4956,"Non_High_Revenue"
96847,"喜剧",2023,92,5.7,35,0.8471,"Non_High_Revenue"
2754388,"纪录",2023,84,0,0,0.3853,"Non_High_Revenue"
1903566,"惊悚",2023,111,4.9,20,1.136,"Non_High_Revenue"
5516345,"剧情",2023,116,7.1,2861,7.4815,"High_Revenue"
1454186,"恐怖",2023,84,4.962,1559,2.0258,"Non_High_Revenue"
511363,"战争",2023,104,6.284,125,1.7012,"Non_High_Revenue"
298261,"剧情",2023,119,6.622,621,1.7817,"Non_High_Revenue"
121219,"动作",2023,96,6.063,340,3.8908,"Non_High_Revenue"
229361,"喜剧",2023,112,5.949,178,1.1519,"Non_High_Revenue"
1675324,"纪录",2023,156,8.3,381,4.9405,"Non_High_Revenue"
15497418,"剧情",2023,105,7.053,19,1.1638,"High_Revenue"
252600879,"动画",2023,121,7.883,1719,8.9603,"High_Revenue"
3405866,"音乐",2023,158,7.103,1512,2.9587,"Non_High_Revenue"
372810,"纪录",2023,61,0,0,0.1685,"Non_High_Revenue"
311050,"纪录",2023,67,0,0,0.6856,"Non_High_Revenue"
6712193,"剧情",2023,111,7.397,1267,4.4256,"High_Revenue"
2201229,"动作",2023,113,5.936,196,1.6781,"Non_High_Revenue"
2166432,"动画",2023,84,6.2,47,0.8986,"Non_High_Revenue"
1781034,"剧情",2023,151,7.572,2752,4.8642,"Non_High_Revenue"
1692718,"悬疑",2023,96,6.044,205,1.6369,"Non_High_Revenue"
604006,"喜剧",2023,83,6.013,279,0.7801,"Non_High_Revenue"
421806,"纪录",2023,122,7.178,160,1.0723,"Non_High_Revenue"
369397,"动画",2023,120,6.1,7,1.8208,"Non_High_Revenue"
168533,"动画",2023,105,6.758,31,0.7447,"Non_High_Revenue"
129555,"剧情",2023,119,6.264,474,0.9454,"Non_High_Revenue"
3681196,"犯罪",2023,144,5.6,20,2.2313,"Non_High_Revenue"
66576885,"动画",2023,115,7.316,397,3.9359,"High_Revenue"
1450228,"犯罪",2023,133,6.758,60,1.6183,"Non_High_Revenue"
380622,"剧情",2023,96,7.7,13,1.0063,"Non_High_Revenue"
327586,"爱情",2023,127,7.369,156,1.6643,"Non_High_Revenue"
157636,"剧情",2023,95,5.829,38,1.0139,"Non_High_Revenue"
114188,"犯罪",2023,125,6.067,52,2.9729,"Non_High_Revenue"
128296867,"动作",2023,125,6.2,5801,8.5162,"High_Revenue"
12956725,"动作",2023,125,6.2,5801,8.5162,"High_Revenue"
114345,"剧情",2023,157,7.5,151,2.3433,"Non_High_Revenue"
363843645,"喜剧",2023,130,7.033,200,2.2765,"High_Revenue"
9588418,"剧情",2023,194,7.902,27087,27.1943,"High_Revenue"
2878719,"动画",2023,98,6.045,78,2.0276,"Non_High_Revenue"
2725083,"动画",2023,102,6.7,48,2.001,"Non_High_Revenue"
393197,"剧情",2023,114,6.1,244,0.9805,"Non_High_Revenue"
235763,"剧情",2023,127,6.965,184,0.7009,"Non_High_Revenue"
63966,"剧情",2023,139,4,1,1.219,"Non_High_Revenue"
46019,"剧情",2023,121,6.51,203,1.4679,"Non_High_Revenue"
9480164,"动画",2023,155,8.2,940,5.5542,"High_Revenue"
6429930,"动作",2023,108,5.729,59,2.1621,"High_Revenue"
3435888,"恐怖",2023,100,6.248,3070,4.1258,"Non_High_Revenue"
1578998,"动作",2023,132,6.94,67,1.7625,"Non_High_Revenue"
113556,"剧情",2023,123,6.436,55,0.7544,"Non_High_Revenue"
13204559,"纪录",2023,105,0,0,0.2173,"High_Revenue"
10795706,"剧情",2023,117,7.772,4652,6.4103,"High_Revenue"
25739281,"奇幻",2023,119,8.387,11030,21.6023,"High_Revenue"
10012935,"音乐",2023,103,8.261,115,1.3268,"High_Revenue"
3025647,"剧情",2023,114,7.464,3334,4.914,"Non_High_Revenue"
874170,"喜剧",2023,113,6.7,36,2.8812,"Non_High_Revenue"
260774,"剧情",2023,115,6.482,28,0.688,"Non_High_Revenue"
174409,"剧情",2023,108,6.9,36,0.4215,"Non_High_Revenue"
129485,"纪录",2023,88,6,2,0.5071,"Non_High_Revenue"
127675,"音乐",2023,96,8.4,8,0.4327,"Non_High_Revenue"
48333,"剧情",2023,125,7.1,187,0.8781,"Non_High_Revenue"
28590845,"动作",2023,107,6.897,2642,7.1087,"High_Revenue"
5982473,"剧情",2023,102,7.7,1814,5.8576,"High_Revenue"
11308817,"喜剧",2023,126,7.8,3560,7.7397,"High_Revenue"
24082922,"家庭",2023,0,6,1,0.6218,"High_Revenue"
15052564,"动画",2023,50,6,1,0.8156,"High_Revenue"
9657911,"剧情",2023,189,7.358,3753,11.0431,"High_Revenue"
717105,"动画",2023,69,7.5,8,0.7303,"Non_High_Revenue"
41669072,"动作",2023,114,6.467,1927,6.9478,"High_Revenue"
388633,"剧情",2023,112,7.154,13,0.7503,"Non_High_Revenue"
157060,"爱情",2023,104,4.882,17,1.9042,"Non_High_Revenue"
6205454,"动作",2023,130,6.472,199,4.6966,"High_Revenue"
44012812,"科幻",2023,102,7.024,4787,6.8939,"High_Revenue"
38852363,"剧情",2023,113,3.5,2,0.4063,"High_Revenue"
14272252,"动作",2023,132,6.25,4,0.9984,"High_Revenue"
1034087,"剧情",2023,123,6.75,563,2.6824,"Non_High_Revenue"
598525,"剧情",2023,120,6.6,19,1.3837,"Non_High_Revenue"
33962,"剧情",2023,91,5.3,19,0.4338,"Non_High_Revenue"
722276,"剧情",2023,121,7.1,77,1.4707,"Non_High_Revenue"
1005401,"剧情",2023,255,6.6,7,0.6813,"Non_High_Revenue"
466616,"惊悚",2023,121,6.75,286,1.0423,"Non_High_Revenue"
3218465,"动作",2023,101,6.248,1298,4.889,"Non_High_Revenue"
1814975,"动作",2023,123,5.9,25,1.2809,"Non_High_Revenue"
812764,"纪录",2023,60,0,0,0.1209,"Non_High_Revenue"
164581,"恐怖",2023,0,5.5,8,0.3215,"Non_High_Revenue"
152339,"爱情",2023,96,6.1,13,0.9129,"Non_High_Revenue"
95579,"剧情",2023,98,7,1,0.8126,"Non_High_Revenue"
81703,"剧情",2023,99,6.037,82,0.5679,"Non_High_Revenue"
68284,"剧情",2023,140,7.892,381,0.8794,"Non_High_Revenue"
59851,"音乐",2023,117,7,9,0.7453,"Non_High_Revenue"
459656310,"动画",2022,125,7.787,530,4.1959,"High_Revenue"
132214628,"悬疑",2022,107,5.738,21,1.6112,"High_Revenue"
3844256,"音乐",2022,144,7.023,519,2.1905,"Non_High_Revenue"
1697489,"动画",2022,102,7,3,1.0072,"Non_High_Revenue"
825801,"喜剧",2022,115,4.9,7,0.8047,"Non_High_Revenue"
637617,"惊悚",2022,100,5.1,7,0.8155,"Non_High_Revenue"
601371,"犯罪",2022,135,7.17,47,1.8764,"Non_High_Revenue"
354989,"爱情",2022,112,6.444,169,0.7507,"Non_High_Revenue"
196996,"剧情",2022,101,7.804,1854,7.8305,"Non_High_Revenue"
105453,"动作",2022,119,7.309,471,5.0464,"Non_High_Revenue"
85154,"犯罪",2022,118,6.954,371,3.499,"Non_High_Revenue"
221123,"剧情",2022,100,6.5,48,0.4689,"Non_High_Revenue"
14444730,"动画",2022,96,7.957,93,3.3701,"High_Revenue"
7326281,"恐怖",2022,119,6.965,71,1.866,"High_Revenue"
2023170,"爱情",2022,114,6.8,59,1.1998,"Non_High_Revenue"
1272253,"惊悚",2022,118,7.202,178,1.5373,"Non_High_Revenue"
721256,"动画",2022,75,1.5,2,0.6924,"Non_High_Revenue"
543958,"剧情",2022,90,6.9,17,1.0119,"Non_High_Revenue"
435294,"剧情",2022,98,3.5,2,0.3446,"Non_High_Revenue"
247491,"剧情",2022,107,7.625,16,1.1838,"Non_High_Revenue"
223058,"动画",2022,89,6.748,117,1.0915,"Non_High_Revenue"
